LMK_KEY,ADDRESS1,ADDRESS2,ADDRESS3,POSTCODE,BUILDING_REFERENCE_NUMBER,CURRENT_OPERATIONAL_RATING,YR1_OPERATIONAL_RATING,YR2_OPERATIONAL_RATING,OPERATIONAL_RATING_BAND,ELECTRIC_CO2,HEATING_CO2,RENEWABLES_CO2,PROPERTY_TYPE,INSPECTION_DATE,LOCAL_AUTHORITY,CONSTITUENCY,COUNTY,LODGEMENT_DATE,MAIN_BENCHMARK,MAIN_HEATING_FUEL,OTHER_FUEL,SPECIAL_ENERGY_USES,RENEWABLE_SOURCES,TOTAL_FLOOR_AREA,ANNUAL_THERMAL_FUEL_USAGE,TYPICAL_THERMAL_FUEL_USAGE,ANNUAL_ELECTRICAL_FUEL_USAGE,TYPICAL_ELECTRICAL_FUEL_USAGE,RENEWABLES_FUEL_THERMAL,RENEWABLES_ELECTRICAL,YR1_ELECTRICITY_CO2,YR2_ELECTRICITY_CO2,YR1_HEATING_CO2,YR2_HEATING_CO2,YR1_RENEWABLES_CO2,YR2_RENEWABLES_CO2,AIRCON_PRESENT,AIRCON_KW_RATING,ESTIMATED_AIRCON_KW_RATING,AC_INSPECTION_COMMISSIONED,BUILDING_ENVIRONMENT,BUILDING_CATEGORY,ADDRESS,LOCAL_AUTHORITY_LABEL,CONSTITUENCY_LABEL,POSTTOWN,NOMINATED_DATE,OR_ASSESSMENT_END_DATE,LODGEMENT_DATETIME,OCCUPANCY_LEVEL
38912570602019121713250093019920,SPORTS CENTRE,Forest Hill Secondary School,Dacres Road,SE23 2XN,664287090001,67,77,71,C,65,40,0,Dry Sports And Leisure Facility,2019-12-17,E09000023,E14000788,Greater London Authority,2019-12-17,Dry Sports And Leisure Facility,Natural Gas,,,,1445,144,295,82,95,0,0,86,84,39,29,0,0,Yes,,2,3,Heating and Mechanical Ventilation,H8;,"SPORTS CENTRE, Forest Hill Secondary School, Dacres Road",Lewisham,Lewisham West and Penge,LONDON,2019-07-31,2019-05-31,2019-12-17 13:25:00,Standard Occupancy
79337020242013050311135851429920,PAXTON BUILDING,Kelvin Grove Primary & Nursery School,Kelvin Grove,SE26 6BB,729982450002,0,,,A,0,0,,Schools And Seasonal Public Buildings,2012-12-19,E09000023,E14000788,Greater London Authority,2013-05-03,Schools And Seasonal Public Buildings,Natural Gas,,,,1200,0,0,0,0,0,0,,,,,,,No,,,4,Heating and Natural Ventilation,S3;,"PAXTON BUILDING, Kelvin Grove Primary & Nursery School, Kelvin Grove",Lewisham,Lewisham West and Penge,LONDON,2012-09-01,2012-08-31,2013-05-03 11:13:58,
82705401252018071315251504009921,,Drumbeat School,Roundtable Road,BR1 5LE,911114220000,100,,,D,127,82,0,Schools And Seasonal Public Buildings,2018-06-20,E09000023,E14000787,Greater London Authority,2018-07-13,Schools And Seasonal Public Buildings,Natural Gas,,,,4310,98,136,54,40,0,0,,,,,,,Yes,,2,3,Heating and Mechanical Ventilation,S3;,"Drumbeat School, Roundtable Road",Lewisham,Lewisham East,BROMLEY,2018-06-01,2018-03-01,2018-07-13 15:25:15,Standard Occupancy
25428017052013111815341104009685,,Athelney Primary School,Athelney Street,SE6 3LD,657974880000,119,110,108,E,46,60,0,Schools And Seasonal Public Buildings,2012-08-09,E09000023,E14000788,Greater London Authority,2013-11-18,Schools And Seasonal Public Buildings,Natural Gas,,,,1833.45,169,137,46,40,0,0,45,32,57,68,0,0,No,,,4,Heating and Natural Ventilation,S3;,"Athelney Primary School, Athelney Street",Lewisham,Lewisham West and Penge,LONDON,2012-10-19,2012-07-31,2013-11-18 15:34:11,Standard Occupancy
94501777952015011316180804029685,BLOCK B,Athelney Primary School,Athelney Street,SE6 3LD,657974880002,77,60,,D,24,32,0,Schools And Seasonal Public Buildings; Swimming Pool Centre,2015-01-13,E09000023,E14000788,Greater London Authority,2015-01-13,Schools And Seasonal Public Buildings,Natural Gas,,,,1134,144,180,39,52,0,0,11,,36,,0,,No,,,4,Heating and Natural Ventilation,S3; H6;,"BLOCK B, Athelney Primary School, Athelney Street",Lewisham,Lewisham West and Penge,LONDON,2015-01-31,2014-12-31,2015-01-13 16:18:08,Standard Occupancy
94506557952017021416352904919685,BLOCK A,Athelney Primary School,Athelney Street,SE6 3LD,657974880001,102,88,79,E,53,45,0,Schools And Seasonal Public Buildings,2016-11-15,E09000023,E14000788,Greater London Authority,2017-02-14,Schools And Seasonal Public Buildings,Natural Gas,,,,2028,115,130,47,40,0,0,43,20,41,59,0,0,Yes,,1,5,Heating and Natural Ventilation,S3;,"BLOCK A, Athelney Primary School, Athelney Street",Lewisham,Lewisham West and Penge,LONDON,2016-12-31,2016-10-31,2017-02-14 16:35:29,Standard Occupancy
24649260842015103015030810209700,,Greenvale School,Waters Road,SE6 1UF,184866210000,105,104,107,E,109,77,0,Schools And Seasonal Public Buildings,2015-10-30,E09000023,E14000787,Greater London Authority,2015-10-30,Schools And Seasonal Public Buildings,Natural Gas,,,,3618.62,110,138,55,40,0,0,107,109,72,94,0,0,Yes,,2,3,Mixed-mode with Natural Ventilation,S3;,"Greenvale School, Waters Road",Lewisham,Lewisham East,LONDON,2015-09-30,2015-07-01,2015-10-30 15:03:08,Standard Occupancy
1608610942012112118324169109700,,South Lewisham Health Centre,50 Conisborough Crescent,SE6 2SS,291301160000,99,75,,D,78,20,0,Clinic,2012-10-31,E09000023,E14000787,Greater London Authority,2012-11-21,Clinic,Natural Gas,,,,1119.38,94,205,127,89,0,0,49,,34,,0,,No,,,4,Heating and Mechanical Ventilation,S5;,"South Lewisham Health Centre, 50 Conisborough Crescent",Lewisham,Lewisham East,LONDON,2012-10-31,2012-08-31,2012-11-21 18:32:41,Extended Occupancy
57945302752014101315474306009706,,Trinity School,Taunton Road,SE12 8PD,764226600000,86,79,,D,245,121,0,Schools And Seasonal Public Buildings,2013-04-30,E09000023,E14000787,Greater London Authority,2014-10-13,Schools And Seasonal Public Buildings,Natural Gas,,,,6254,127,172,71,63,0,0,261,,93,,8,,Yes,,2,5,Air Conditioning,S3;,"Trinity School, Taunton Road",Lewisham,Lewisham East,LONDON,2014-06-01,2014-03-31,2014-10-13 15:47:43,Extended Occupancy
42119810302015010315314860309720,,Ashmead Primary School,Ashmead Road,SE8 4DX,235401360000,97,81,105,D,51,21,0,Schools And Seasonal Public Buildings,2014-12-30,E09000023,E14000789,Greater London Authority,2015-01-03,Schools And Seasonal Public Buildings,Natural Gas,,,,1569,70,131,59,40,0,0,43,49,23,24,0,0,Yes,,2,3,Heating and Natural Ventilation,S3;,"Ashmead Primary School, Ashmead Road",Lewisham,"Lewisham, Deptford",LONDON,2015-01-31,2014-11-01,2015-01-03 15:31:48,Standard Occupancy
10054970242012050214264629909720,,Haseltine Primary School,Haseltine Road,SE26 5AD,526747920000,75,73,,C,51,74,0,Schools And Seasonal Public Buildings,2011-12-31,E09000023,E14000788,Greater London Authority,2012-05-02,Schools And Seasonal Public Buildings,Natural Gas,,,,3293,115,146,28,40,0,0,58,,64,,0,,No,,,4,Heating and Natural Ventilation,S3;,"Haseltine Primary School, Haseltine Road",Lewisham,Lewisham West and Penge,LONDON,2011-10-14,2011-07-31,2012-05-02 14:26:46,Standard Occupancy
6428000442011011310160520209720,,New Cross Fire Station,266 Queens Road,SE14 5JN,649460220000,63,68,71,C,51,58,0,Emergency Services; General Office,2009-12-30,E09000023,E14000789,Greater London Authority,2011-01-13,Emergency Services,Natural Gas,,,,1723,174,304,55,78,0,0,53,59,65,63,0,0,No,,,5,Heating and Natural Ventilation,S9; C1;,"New Cross Fire Station, 266 Queens Road",Lewisham,"Lewisham, Deptford",LONDON,2010-12-31,2010-10-03,2011-01-13 10:16:05,Standard Occupancy
2049589912011121821032803909576,,Community Health South London N H S Trust,"Honor Oak Health Centre 20-21, Turnham Road",SE4 2LA,564793470000,83,79,9999,D,68,31,0,Clinic,2011-12-18,E09000023,E14000789,Greater London Authority,2011-12-18,Clinic,Natural Gas,,,,1441,112,204,86,78,0,0,58,0,37,0,0,0,No,,,4,Heating and Natural Ventilation,S5;,"Community Health South London N H S Trust, Honor Oak Health Centre 20-21, Turnham Road",Lewisham,"Lewisham, Deptford",LONDON,2011-10-31,2011-09-30,2011-12-18 21:03:28,Extended Occupancy
9397038012014100714361808009592,,Myatt Garden Primary School,Rokeby Road,SE4 1DF,526088590000,121,117,159,E,73,66,0,Schools And Seasonal Public Buildings,2014-04-07,E09000023,E14000789,Greater London Authority,2014-10-07,Schools And Seasonal Public Buildings,Natural Gas,,,,2423,141,132,55,40,0,0,68,61,76,64,0,0,No,,,4,Heating and Natural Ventilation,S3;,"Myatt Garden Primary School, Rokeby Road",Lewisham,"Lewisham, Deptford",LONDON,2014-08-31,2014-08-31,2014-10-07 14:36:18,Standard Occupancy
9397098752015091016140908009592,,Myatt Garden Primary School,Rokeby Road,SE4 1DF,526088590000,115,121,117,E,70,66,0,Schools And Seasonal Public Buildings,2015-08-31,E09000023,E14000789,Greater London Authority,2015-09-10,Schools And Seasonal Public Buildings,Natural Gas,,,,2423,140,137,53,40,0,0,73,68,66,76,0,0,No,,,4,Heating and Natural Ventilation,S3;,"Myatt Garden Primary School, Rokeby Road",Lewisham,"Lewisham, Deptford",LONDON,2015-08-31,2015-08-31,2015-09-10 16:14:09,Standard Occupancy
29909811212014091013483205009595,,Royal Mail,"Catford Delivery Office, 94 Bromley Road",SE6 2UT,554215190000,174,164,163,G,100,35,0,Workshop; General Office; Storage Facility; Restaurant,2014-08-29,E09000023,E14000787,Greater London Authority,2014-09-10,Workshop,Natural Gas,,,,1423,128,167,127,40,0,0,43,91,97,72,0,0,No,,,4,Heating and Natural Ventilation,W3; C1; W4; H1;,"Royal Mail, Catford Delivery Office, 94 Bromley Road",Lewisham,Lewisham East,LONDON,2014-09-25,2014-06-30,2014-09-10 13:48:32,Standard Occupancy
29909891912010120217082905909595,,Royal Mail,"Catford Delivery Office, 94 Bromley Road",SE6 2UT,554215190000,139,158,,F,35,110,0,General Office; Restaurant; Storage Facility; Workshop,2010-11-11,E09000023,E14000787,Greater London Authority,2010-12-02,Workshop,Natural Gas,,,,1505,376,165,42,68,0,0,41,,64,,0,,No,,,4,Heating and Natural Ventilation,C1; H1; W4; W3;,"Royal Mail, Catford Delivery Office, 94 Bromley Road",Lewisham,Lewisham East,LONDON,2010-12-29,2010-09-30,2010-12-02 17:08:29,Standard Occupancy
1038994052015091810460608009595,,Dean House,347-351 New Cross Road,SE14 6AT,551248690000,51,47,44,C,41,85,0,University Campus,2013-02-01,E09000023,E14000789,Greater London Authority,2015-09-18,University Campus,Natural Gas,,,,2275,192,246,33,110,0,0,50,47,75,62,0,0,No,,,4,Heating and Natural Ventilation,S4;,"Dean House, 347-351 New Cross Road",Lewisham,"Lewisham, Deptford",LONDON,2014-10-30,2014-08-01,2015-09-18 10:46:06,Extended Occupancy
33269450952019102916383808909597,,New Woodlands School,Shroffold Road,BR1 5PD,577408890000,128,134,162,F,118,21,0,Schools And Seasonal Public Buildings,2019-10-15,E09000023,E14000787,Greater London Authority,2019-10-29,Schools And Seasonal Public Buildings,Natural Gas,,,,2269.8,48,134,95,40,0,0,129,156,21,22,0,0,Yes,,2,5,Heating and Natural Ventilation,S3;,"New Woodlands School, Shroffold Road",Lewisham,Lewisham East,BROMLEY,2019-07-01,2019-06-06,2019-10-29 16:38:38,Standard Occupancy
11859490052015091810513702009821,,Loring Hall,St. James',SE14 6AD,817302320000,50,52,55,B,213,231,0,University Campus,2013-02-01,E09000023,E14000789,Greater London Authority,2015-09-18,University Campus,Natural Gas,,,,8309,143,246,47,110,0,0,245,242,259,260,0,0,No,,,4,Heating and Natural Ventilation,S4;,"Loring Hall, St. James'",Lewisham,"Lewisham, Deptford",LONDON,2014-10-30,2014-08-01,2015-09-18 10:51:37,Extended Occupancy
4600238052011120715240903909850,,Lewisham College,2 Deptford Church Street,SE8 4RZ,801383750000,58,9999,200,C,368,285,0,University campus,2011-12-07,E09000023,E14000789,Greater London Authority,2011-12-07,University campus,Natural Gas,,,,12692,116,230,53,80,0,0,0,0,0,0,0,0,Yes,,2,1,Heating and Mechanical Ventilation,S4;,"Lewisham College, 2 Deptford Church Street",Lewisham,"Lewisham, Deptford",LONDON,2011-11-26,2011-10-31,2011-12-07 15:24:09,Standard Occupancy
111965628012019080213125503019850,MCWILLIAM BUILDING,Lewisham College,2 Deptford Church Street,SE8 4RZ,801383750001,131,127,96,F,139,157,0,Workshop,2019-08-02,E09000023,E14000789,Greater London Authority,2019-08-02,Workshop,Natural Gas,,,,4018.75,202,174,63,41,0,0,149,121,147,160,0,0,Yes,,2,1,Heating and Natural Ventilation,W3;,"MCWILLIAM BUILDING, Lewisham College, 2 Deptford Church Street",Lewisham,"Lewisham, Deptford",LONDON,2019-06-01,2019-05-31,2019-08-02 13:12:55,Extended Occupancy
78118141012019040520451608009858,,Glass Mill Leisure Centre,41 Loampit Vale,SE13 7FT,883518050000,59,68,74,C,671,370,0,Dry Sports And Leisure Facility; Fitness And Health Centre; Swimming Pool Centre,2019-04-04,E09000023,E14000789,Greater London Authority,2019-04-05,Swimming Pool Centre,Natural Gas,,,,6667,286,723,183,228,0,0,786,901,403,432,0,0,Yes,,2,1,Heating and Mechanical Ventilation,H8; H7; H6;,"Glass Mill Leisure Centre, 41 Loampit Vale",Lewisham,"Lewisham, Deptford",LONDON,2019-03-31,2018-12-31,2019-04-05 20:45:16,Extended Occupancy
78118111052018041115542608009858,,Glass Mill Leisure Centre,41 Loampit Vale,SE13 7FT,883518050000,68,74,74,C,786,403,0,Dry Sports And Leisure Facility; Fitness And Health Centre; Swimming Pool Centre,2018-04-09,E09000023,E14000789,Greater London Authority,2018-04-11,Swimming Pool Centre,Natural Gas,,,,6667,312,709,214,228,0,0,901,812,432,473,0,0,Yes,,2,3,Heating and Mechanical Ventilation,H8; H7; H6;,"Glass Mill Leisure Centre, 41 Loampit Vale",Lewisham,"Lewisham, Deptford",LONDON,2018-03-31,2017-12-31,2018-04-11 15:54:26,Extended Occupancy
8523454052013120518363509909863,,St. Stephens C of E Primary School,Albyn Road,SE8 4ED,833349660000,80,78,74,D,46,38,0,Schools And Seasonal Public Buildings,2013-12-05,E09000023,E14000789,Greater London Authority,2013-12-05,Schools And Seasonal Public Buildings,Natural Gas,,,,2028.65,96,155,42,40,0,0,44,30,33,42,0,0,No,,,4,Heating and Natural Ventilation,S3;,"St. Stephens C of E Primary School, Albyn Road",Lewisham,"Lewisham, Deptford",LONDON,2013-11-29,2013-09-30,2013-12-05 18:36:35,Standard Occupancy
11117795052015091810550504009866,,Raymont Hall,57-63 Wickham Road,SE4 1LX,863354560000,77,73,73,D,113,190,0,University Campus,2013-02-01,E09000023,E14000789,Greater London Authority,2015-09-18,University Campus,Natural Gas,,,,3641,269,246,57,110,0,0,93,105,217,189,0,0,No,,,4,Heating and Natural Ventilation,S4;,"Raymont Hall, 57-63 Wickham Road",Lewisham,"Lewisham, Deptford",LONDON,2014-10-30,2014-08-01,2015-09-18 10:55:05,Extended Occupancy
5037299012012120311505803909870,,Lewisham Homes,9 Holbeach Road,SE6 4TW,806393370000,174,193,197,G,114,44,0,General Office,2012-12-01,E09000023,E14000787,Greater London Authority,2012-12-03,General Office,Natural Gas,,,,1142,197,114,181,103,0,0,125,136,47,40,0,0,Yes,,2,5,Air Conditioning,C1;,"Lewisham Homes, 9 Holbeach Road",Lewisham,Lewisham East,LONDON,2012-10-23,2012-09-14,2012-12-03 11:50:58,Extended Occupancy
4884141252016050611391609009879,,Ladywell Centre,148 Dressington Avenue,SE4 1JF,892119070000,136,130,138,F,68,143,0,Schools And Seasonal Public Buildings,2016-02-24,E09000023,E14000789,Greater London Authority,2016-05-06,Schools And Seasonal Public Buildings,Natural Gas,,,,2655,278,151,47,53,0,0,64,63,138,169,0,0,No,,,4,Heating and Natural Ventilation,S3;,"Ladywell Centre, 148 Dressington Avenue",Lewisham,"Lewisham, Deptford",LONDON,2016-01-01,2016-01-01,2016-05-06 11:39:16,Extended Occupancy
25347050302010102510262015209900,,Drumbeat School (Brockley),Revelon Road,SE4 2PR,137045210000,152,156,,G,37,88,0,Schools And Seasonal Public Buildings,2010-10-15,E09000023,E14000789,Greater London Authority,2010-10-25,Schools And Seasonal Public Buildings,Natural Gas,,,,1615,280,148,41,40,0,0,38,,89,,0,,Yes,,2,3,Heating and Natural Ventilation,S3;,"Drumbeat School (Brockley), Revelon Road",Lewisham,"Lewisham, Deptford",LONDON,2010-10-19,2010-07-27,2010-10-25 10:26:20,
9577370202011101914522351209900,,Brockley Primary School,Brockley Road,SE4 2BT,124317250000,115,112,104,E,39,90,0,Schools And Seasonal Public Buildings,2011-10-19,E09000023,E14000789,Greater London Authority,2011-10-19,Schools And Seasonal Public Buildings,Natural Gas,,,,2229,208,146,32,40,0,0,43,41,84,76,0,0,No,,,4,Heating and Natural Ventilation,S3;,"Brockley Primary School, Brockley Road",Lewisham,"Lewisham, Deptford",LONDON,2011-11-01,2011-09-13,2011-10-19 14:52:23,Standard Occupancy
27655296952016021211490801009620,,Dalmain Primary School,Grove Close,SE23 1AS,600261120000,98,94,89,D,50,48,0,Schools And Seasonal Public Buildings,2016-02-11,E09000023,E14000789,Greater London Authority,2016-02-12,Schools And Seasonal Public Buildings,Natural Gas,,,,2107,117,131,43,40,0,0,47,40,56,52,0,0,No,,,4,Heating and Natural Ventilation,S3;,"Dalmain Primary School, Grove Close",Lewisham,"Lewisham, Deptford",LONDON,2014-11-28,2014-09-30,2016-02-12 11:49:08,Standard Occupancy
6428076912013060416543800009624,,New Cross Fire Station,266 Queens Road,SE14 5JN,649460220000,59,64,63,C,43,54,0,Emergency Services; General Office,2013-05-13,E09000023,E14000789,Greater London Authority,2013-06-04,Emergency Services,Natural Gas,,,,1723,164,281,46,78,0,0,49,51,60,58,0,0,No,,,5,Heating and Natural Ventilation,S9; C1;,"New Cross Fire Station, 266 Queens Road",Lewisham,"Lewisham, Deptford",LONDON,2012-12-31,2012-10-03,2013-06-04 16:54:38,Standard Occupancy
78453899012014030514062809009653,,Domus Nursing Home,27 Inglemere Road,SE23 2BB,633099450000,99,117,,D,35,57,0,Long Term Residential,2014-01-01,E09000023,E14000788,Greater London Authority,2014-03-05,Long Term Residential,Natural Gas,,,,789.51,372,423,81,65,0,0,46,,59,,0,,No,,,4,Heating and Natural Ventilation,S7;,"Domus Nursing Home, 27 Inglemere Road",Lewisham,Lewisham West and Penge,LONDON,2014-01-01,2013-12-31,2014-03-05 14:06:28,Standard Occupancy
44488283012014090210115701009663,,Holy Trinity School,Dartmouth Road,SE23 3HZ,639431060000,95,98,,D,26,30,0,Dry Sports And Leisure Facility; General Office; Restaurant; Schools And Seasonal Public Buildings; Storage Facility,2014-07-08,E09000023,E14000788,Greater London Authority,2014-09-02,Schools And Seasonal Public Buildings,Natural Gas,,,,889,174,187,52,53,0,0,27,,29,,0,,Yes,,1,3,Heating and Natural Ventilation,H8; C1; H1; S3; W4;,"Holy Trinity School, Dartmouth Road",Lewisham,Lewisham West and Penge,LONDON,2014-01-25,2013-12-01,2014-09-02 10:11:57,Standard Occupancy
134856199012018070212243716029667,PERFORMING ARTS WING,"Goldsmiths, University of London",8 Lewisham Way,SE14 6NW,673096560012,67,,,C,136,99,0,University Campus,2018-06-01,E09000023,E14000789,Greater London Authority,2018-07-02,University Campus,Natural Gas,,,,3226,158,251,77,110,0,0,,,,,,,Yes,,2,1,Heating and Mechanical Ventilation,S4;,"PERFORMING ARTS WING, Goldsmiths, University of London, 8 Lewisham Way",Lewisham,"Lewisham, Deptford",LONDON,2018-02-28,2017-11-30,2018-07-02 12:24:37,Extended Occupancy
3292499712014051214363206019667,RUTHERFORD/SU/MRB/EDUCATION/WT/LOCKWOOD & ADDITIONAL BUILDINGS,"Goldsmiths, University of London",8 Lewisham Way,SE14 6NW,673096560001,80,81,84,D,426,138,0,University Campus,2013-01-31,E09000023,E14000789,Greater London Authority,2014-05-12,University Campus,Natural Gas,,,,6076,117,291,127,110,0,0,416,433,128,143,0,0,Yes,422,,5,Heating and Mechanical Ventilation,S4;,"RUTHERFORD/SU/MRB/EDUCATION/WT/LOCKWOOD & ADDITIONAL BUILDINGS, Goldsmiths, University of London, 8 Lewisham Way",Lewisham,"Lewisham, Deptford",LONDON,2013-10-30,2013-08-01,2014-05-12 14:36:32,Extended Occupancy
64123371912019121317552602939933,JUNIOR BUILDING,Elfrida Primary School,Elfrida Crescent,SE6 3EN,933912030003,89,100,104,D,37,44,0,Schools And Seasonal Public Buildings,2019-12-13,E09000023,E14000788,Greater London Authority,2019-12-13,Schools And Seasonal Public Buildings,Natural Gas,,,,1918,119,134,35,40,0,0,38,42,56,54,0,0,No,,,4,Heating and Natural Ventilation,S3;,"JUNIOR BUILDING, Elfrida Primary School, Elfrida Crescent",Lewisham,Lewisham West and Penge,LONDON,2020-01-31,2019-11-02,2019-12-13 17:55:26,Standard Occupancy
64123451952017020618364702949933,INFANT BUILDING,Elfrida Primary School,Elfrida Crescent,SE6 3EN,933912030004,116,79,84,E,26,35,0,Schools And Seasonal Public Buildings,2016-11-15,E09000023,E14000788,Greater London Authority,2017-02-06,Schools And Seasonal Public Buildings,Natural Gas,,,,1113,162,130,43,40,0,0,18,15,24,33,0,0,No,,,4,Heating and Natural Ventilation,S3;,"INFANT BUILDING, Elfrida Primary School, Elfrida Crescent",Lewisham,Lewisham West and Penge,LONDON,2017-01-31,2016-11-01,2017-02-06 18:36:47,Standard Occupancy
3790830052011120715221906929969,TRESSILLIAN BUILDING,Lewisham College,Breakspears Road,SE4 1UT,998106860002,67,87,95,C,434,72,0,University campus,2011-12-07,E09000023,E14000789,Greater London Authority,2011-12-07,University campus,Natural Gas,,,,8555,43,230,92,80,0,0,486,713,190,4,0,0,Yes,,2,1,Mixed-mode with Natural Ventilation,S4;,"TRESSILLIAN BUILDING, Lewisham College, Breakspears Road",Lewisham,"Lewisham, Deptford",LONDON,2011-11-26,2011-10-31,2011-12-07 15:22:19,Standard Occupancy
3790860212011022511023806929969,TRESSILLIAN BUILDING,Lewisham College,Breakspears Road,SE4 1UT,998106860002,87,95,130,D,486,190,0,University campus,2010-11-26,E09000023,E14000789,Greater London Authority,2011-02-25,University campus,Natural Gas,,,,8555,114,241,103,80,0,0,713,771,4,205,0,0,Yes,,2,5,Mixed-mode with Natural Ventilation,S4;,"TRESSILLIAN BUILDING, Lewisham College, Breakspears Road",Lewisham,"Lewisham, Deptford",LONDON,2010-11-26,2010-10-31,2011-02-25 11:02:38,Standard Occupancy
29108631252011091714421503009977,,Horniman School,Horniman Drive,SE23 3BP,975513870000,164,156,,G,31,84,0,Schools And Seasonal Public Buildings,2011-06-27,E09000023,E14000788,Greater London Authority,2011-09-17,Schools And Seasonal Public Buildings,Natural Gas,,,,1371,315,149,41,40,0,0,38,,69,,0,,No,,,4,Mixed-mode with Natural Ventilation,S3;,"Horniman School, Horniman Drive",Lewisham,Lewisham West and Penge,LONDON,2010-12-01,2010-09-30,2011-09-17 14:42:15,Standard Occupancy
26946660742010011417220560539990,MARGARET MCMILLAN BUILDING,"Goldsmiths, University of London",8 Lewisham Way,SE14 6NW,673096560003,90,,,D,106,44,,University campus,2009-11-10,E09000023,E14000789,Greater London Authority,2010-01-14,University campus,Natural Gas,,Not applicable,Not applicable,1863,122,234,103,80,0,0,,,,,,,Yes,,2,5,Heating and Natural Ventilation,S4;,"MARGARET MCMILLAN BUILDING, Goldsmiths, University of London, 8 Lewisham Way",Lewisham,"Lewisham, Deptford",LONDON,2009-09-30,2009-07-31,2010-01-14 17:22:05,
8523490342010111204162062609990,,St. Stephens C of E Primary School,Albyn Road,SE8 4ED,833349660000,81,87,85,D,38,42,0,Schools And Seasonal Public Buildings,2010-11-12,E09000023,E14000789,Greater London Authority,2010-11-12,Schools And Seasonal Public Buildings,Natural Gas,,,,1959,112,149,36,40,0,0,37,35,50,50,0,0,No,,,4,Heating and Natural Ventilation,S3;,"St. Stephens C of E Primary School, Albyn Road",Lewisham,"Lewisham, Deptford",LONDON,2010-11-30,2010-09-10,2010-11-12 04:16:20,Standard Occupancy
92390917952017041911471705019991,BREAKSPEARS BUILDING,Lewisham Southwark College,Lewisham Way,SE4 1UT,913975490001,122,127,137,E,1429,364,0,University Campus,2017-04-19,E09000023,E14000789,Greater London Authority,2017-04-19,University Campus,Natural Gas,,,,17259,109,211,151,80,0,0,1496,1643,396,370,0,0,Yes,,2,1,Air Conditioning,S4;,"BREAKSPEARS BUILDING, Lewisham Southwark College, Lewisham Way",Lewisham,"Lewisham, Deptford",LONDON,2016-11-25,2016-08-31,2017-04-19 11:47:17,Standard Occupancy
ab18d30f1847d0889825c7900ddc5a4bebd0d1ec3648191263c0615af8b0c26b,Holbeach Primary School,,Doggett Road,SE6 4QB,10000872679,92.0,98.0,85.0,D,70.0,88.0,0.0,Schools And Seasonal Public Buildings,2020-10-13,E09000023,E14000787,,2020-10-13,Schools And Seasonal Public Buildings,Natural Gas,,,,3572,126,134,35,40,0,0.0,80.0,85.0,88.0,64.0,0.0,0.0,N,,,4.0,Heating and Natural Ventilation,S3; ,"Holbeach Primary School, Doggett Road",Lewisham,Lewisham East,LONDON,2020-10-01,2020-07-31,2020-10-13,Standard Occupancy
2531295c4eabd5a39c114e8b262a1183990b72a0ed8cb1522c4469e9362b455f,St. Stephens C of E Primary School,,Albyn Road,SE8 4ED,10000877159,65.0,78.0,81.0,C,33.0,28.0,0.0,Schools And Seasonal Public Buildings,2020-10-20,E09000023,E14000789,,2020-10-20,Schools And Seasonal Public Buildings,Natural Gas,,,,1959,74,134,31,40,0,0.0,38.0,41.0,36.0,37.0,0.0,0.0,Y,,1.0,4.0,Heating and Natural Ventilation,S3; ,"St. Stephens C of E Primary School, Albyn Road",Lewisham,"Lewisham, Deptford",LONDON,2020-11-29,2020-09-01,2020-10-20,Standard Occupancy
250f0b2258e0d2bc497392d410ccfa71a126af0ba798427b0a2b98cefb3237cf,,Community Health South London N H S Trust,"Jenner Health Centre 201-203, Stanstead Road",SE23 1HU,828634470000,77.0,73.0,,D,49.0,62.0,0.0,Clinic,2020-10-23,E09000023,E14000789,,2020-10-23,Clinic,Natural Gas,,,,1987,161,179,45,70,0,0.0,52.0,,55.0,,0.0,,Y,,2.0,5.0,Heating and Natural Ventilation,S5; ,"Community Health South London N H S Trust, Jenner Health Centre 201-203, Stanstead Road",Lewisham,"Lewisham, Deptford",LONDON,2020-10-31,2020-08-31,2020-10-23,Standard Occupancy
899a513cbea207d5e939c39af924e52c2bb1c7e51a8586830e6887fe059f6363,LLOYDS BUILDING (BLOCK E),Edmund Waller School,Waller Road,SE14 5LY,539212810003,81.0,93.0,94.0,D,27.0,30.0,0.0,Restaurant; Schools And Seasonal Public Buildings,2020-11-22,E09000023,E14000789,,2020-11-22,Schools And Seasonal Public Buildings,Natural Gas,,,,1212,127,165,40,47,0,0.0,30.0,31.0,35.0,36.0,0.0,0.0,N,,,4.0,Heating and Natural Ventilation,H1; S3; ,"LLOYDS BUILDING (BLOCK E), Edmund Waller School, Waller Road",Lewisham,"Lewisham, Deptford",LONDON,2020-10-27,2020-10-18,2020-11-22,Standard Occupancy
