PAYBACK_TYPE,LMK_KEY,RECOMMENDATION_ITEM,RECOMMENDATION_CODE,RECOMMENDATION,CO2_IMPACT
MEDIUM,8101896052010061511183409009351,5,BF13,Consider engaging experts to review the condition of the building fabric and propose measures to improve energy performance. This might include building pressure tests for air tightness and thermography tests for insulation continuity.,MEDIUM
LONG,8101896052010061511183409009351,5,BF2,Consider introducing or improving insulation of flat roofs.,LOW
SHORT,8101896052010061511183409009351,5,X15,"Consider engaging with building users to economise equipment energy consumption with targets, guidance on their achievement and incentives.",HIGH
SHORT,8101896052010061511183409009351,6,SP24,Enable power save settings and power down management on computers and associated equipment.,HIGH
SHORT,8101896052010061511183409009351,7,OM15,"It is recommended that energy management techniques are introduced. These could include efforts to gain building users' commitment to save energy, allocating responsibility for energy to a specific person (champion), setting targets and monitoring.",HIGH
SHORT,8101896052010061511183409009351,8,BF6,"Consider how building fabric air tightness could be improved, for example sealing, draught stripping and closing off unused ventilation openings, chimneys etc.",MEDIUM
SHORT,3727820102009090416263902309220,1,OM15,"It is recommended that energy management techniques are introduced.  These could include efforts to gain building users commitment to save energy, allocating responsibility for energy to a specific person (champion), setting targets and monitoring.",MEDIUM
OTHER,3727820102009090416263902309220,1,None,"Consider Empowering some of the children and making them, Environmental Champions. In their appointment they be asked to reduce wasted energy e.g. to turn off lights which are left on, inform the member of staff to turn radiators before opening windows to cool the room etc.",MEDIUM
LONG,3727820102009090416263902309220,1,BF12,Consider introducing or improving ground or exposed floor insulation.,MEDIUM
MEDIUM,3727820102009090416263902309220,1,X3,Consider implementing regular inspections of the building fabric to check on the condition of insulation and sealing measures and removal of accidental ventilation paths.,MEDIUM
SHORT,3727820102009090416263902309220,2,BF1,Consider introducing or improving loft insulation.,HIGH
OTHER,3727820102009090416263902309220,2,None,"Currently the kitchen uses gas to heat the kitchen and also hot water usage from the schools gas meter, consider metering this and charging the catering company for all gas and electricity they use.",LOW
LONG,3727820102009090416263902309220,2,X5,Engage experts to review overall heating strategy and propose an investment programme for upgrading and/or switching to alternative solutions.,MEDIUM
MEDIUM,3727820102009090416263902309220,2,BF22,Consider engaging experts to review the condition of the building fabric and propose measures to improve energy performance.  This might include building pressure tests for air tightness and thermography tests for insulation continuity.,MEDIUM
LONG,3727820102009090416263902309220,3,X13,"Engage experts to review the building lighting strategies and propose alterations and/or upgrades to daylighting provisions, luminaries and their control systems and an implementation plan.",MEDIUM
MEDIUM,3727820102009090416263902309220,3,BF10,Consider introducing/improving wall insulation (internal lining) to solid single skin structures.,MEDIUM
SHORT,3727820102009090416263902309220,3,X25,"Consider introducing a system of regular checks of Heating, Ventilation and Air Conditioning (HVAC) time and temperature settings and provisions to prevent unauthorised adjustment.",LOW
LONG,3727820102009090416263902309220,4,AE9,Consider a Combined Heating and Power (CHP) system as an alternative to conventional boilers.,MEDIUM
MEDIUM,3727820102009090416263902309220,4,HW19,Engage experts to propose specific measures to reduce hot water wastage and plan to carry this out.,LOW
SHORT,3727820102009090416263902309220,4,X4,Review staffing arrangements and set up formal systems for delegating authority for Building Energy Management System alterations and/or temporary overrides.,MEDIUM
SHORT,3727820102009090416263902309220,5,CON23,"Consider fitting zone controls to reduce over and under heating where structure, orientation, occupation or emitters have different characteristics.",HIGH
SHORT,3727820102009090416263902309220,6,CON15,Consider installing weather compensator controls on heating and cooling systems.,MEDIUM
SHORT,3727820102009090416263902309220,7,CON18,Consider upgrading major time controls to include optimum start/stop.,MEDIUM
SHORT,3727820102009090416263902309220,8,CON10,Seek to minimise simultaneous operation of heating and cooling systems.,MEDIUM
SHORT,3727820102009090416263902309220,9,X24,Boiler plant should be regularly tested and adjusted by experts for operating efficiency.,MEDIUM
SHORT,3727820102009090416263902309220,10,X9,Engage experts to assess the air conditioning systems in accordance with CIBSE TM 44.  (This could be an appropriate opportunity to engage an accredited energy assessor to undertake an inspection in compliance with the Energy Performance of Buildings Regulations.),LOW
SHORT,3727820102009090416263902309220,11,X10,Engage experts to propose and set up an air conditioning servicing and maintenance regime and implement it.,MEDIUM
SHORT,3727820102009090416263902309220,12,AC23,Engage experts to review overall air conditioning strategy and propose an investment programme for upgrading and/or switching to alternative solutions.,LOW
SHORT,3727820102009090416263902309220,13,X27,"Consider with chefs and kitchens managers implementing an energy efficiency plan including maintenance and servicing provisions and operational targets, monitoring and incentives.",LOW
SHORT,3727820102009090416263902309220,14,CA24,Consider installing heat recovery to catering refrigeration condensers in order to aid with HWS generation or to heat room air.,LOW
SHORT,102845553212016070808535507009227,1,HS10,Engage experts to survey the condition of the heating systems and propose remedial works.,HIGH
MEDIUM,102845553212016070808535507009227,1,BF22,Consider engaging experts to review the condition of the building fabric and propose measures to improve energy performance. This might include building pressure tests for air tightness and thermography tests for insulation continuity.,HIGH
LONG,102845553212016070808535507009227,1,AE4,Consider installing building mounted photovoltaic electricity generating panels.,HIGH
MEDIUM,102845553212016070808535507009227,2,HW19,Engage experts to propose specific measures to reduce hot water wastage and plan to carry this out.,HIGH
SHORT,102845553212016070808535507009227,2,CON18,Consider upgrading major time controls to include optimum start/stop.,HIGH
LONG,102845553212016070808535507009227,2,AE3,Consider installing building mounted solar water heating.,HIGH
MEDIUM,102845553212016070808535507009227,3,HS2,Where appropriate consider replacing heating boiler plant with a condensing type.,HIGH
LONG,102845553212016070808535507009227,3,AE6,Consider installing a ground source heat pump.,HIGH
SHORT,102845553212016070808535507009227,3,HS3,Consider replacing heating boiler plant with high-efficiency type.,HIGH
SHORT,102845553212016070808535507009227,4,CON15,Consider installing weather compensator controls on heating and cooling systems.,HIGH
LONG,102845553212016070808535507009227,4,AE5,Consider heating the building using biomass boiler(s).,HIGH
MEDIUM,102845553212016070808535507009227,4,BF5,Consider applying reflective coating to windows and/or fit shading devices to reduce unwanted solar gain.,HIGH
SHORT,102845553212016070808535507009227,5,CON2,Engage experts to review the HVAC control systems settings and propose alterations and/or upgrades and adjust to suit current occupancy patterns.,HIGH
LONG,102845553212016070808535507009227,5,X14,"Engage experts to review the HWS systems provisions and propose remedial works, upgrades and/or alternative provisions to improve effectiveness and efficiency and plan for implementation.",HIGH
MEDIUM,102845553212016070808535507009227,5,X3,Consider implementing regular inspections of the building fabric to check on the condition of insulation and sealing measures and removal of accidental ventilation paths.,HIGH
LONG,33244296752014110710411904099229,1,AE4,Consider installing building mounted photovoltaic electricity generating panels.,HIGH
MEDIUM,33244296752014110710411904099229,1,HW19,Engage experts to propose specific measures to reduce hot water wastage and plan to carry this out.,HIGH
SHORT,33244296752014110710411904099229,1,LE1,"Consider engaging experts to review current lift and escalator provisions and propose upgrades, replacements or alternative solutions that improve service effectiveness and energy efficiency.",HIGH
SHORT,33244296752014110710411904099229,2,S14,Consider recovering heat from the boiler exhaust gases.,HIGH
MEDIUM,33244296752014110710411904099229,2,AC9,Engage experts to assess condensers location and cleansing regime and propose recommendations to improve effectiveness and energy efficiency.,HIGH
LONG,33244296752014110710411904099229,2,X1,The current metering provisions do not enable production of a specific and reasonably accurate Operational Rating for this building. It is recommended that meters be installed and a regime of recording data be put in place. CIBSE TM 39 gives guidance on this.,HIGH
LONG,33244296752014110710411904099229,3,X13,"Engage experts to review the building lighting strategies and propose alterations and/or upgrades to daylighting provisions, luminaires and their control systems and an implementation plan.",HIGH
SHORT,33244296752014110710411904099229,3,AC12,Engage experts to survey the air conditioning systems and propose remedial works to improve condition and operating efficiency.,HIGH
SHORT,33244296752014110710411904099229,4,V10,Consider with experts whether it would be worthwhile installing variable speed fans and volume control devices to the ventilation system.,HIGH
SHORT,33244296752014110710411904099229,5,AC23,Engage experts to review overall air conditioning strategy and propose an investment programme for upgrading and/or switching to alternative solutions.,HIGH
SHORT,33244296752014110710411904099229,6,S2,Consider maximising hot condensate return to the boiler furnace.,HIGH
SHORT,33244296752014110710411904099229,7,X16,Consider a programme of fitting energy meters to lifts and escalators as part of the service and maintenance regime.,HIGH
SHORT,33244296752014110710411904099229,8,SP3,Consider installing automated controls and monitoring systems to electrical equipment and portable appliances to minimise electricity waste.,HIGH
SHORT,33244296752014110710411904099229,9,SP24,Enable power save settings and power down management on computers and associated equipment.,HIGH
SHORT,33244296752014110710411904099229,10,X12,Clean windows and roof lights to maximise daylight entering building and reduce the need for artificial lighting.,HIGH
SHORT,33244296752014110710411904099229,11,X26,Review the air conditioning energy performance report and seek to implement any outstanding recommendations for action.,HIGH
SHORT,77143115012013040517100802029232,1,BF7,"Consider adjusting existing, or installing new, automatic external door closers, or consider adopting revolving door solutions.",HIGH
LONG,77143115012013040517100802029232,1,AE5,Consider heating the building using biomass boiler(s).,HIGH
SHORT,77143115012013040517100802029232,2,X26,Review the air conditioning energy performance report and seek to implement any outstanding recommendations for action.,HIGH
LONG,77143115012013040517100802029232,2,X7,Engage experts to review overall ventilation strategy and propose an investment programme for upgrading and/or switching to alternative solutions to improve effectiveness and energy efficiency.,HIGH
MEDIUM,115249253252016083013032102009395,1,BF22,Consider engaging experts to review the condition of the building fabric and propose measures to improve energy performance.  This might include building pressure tests for air tightness and thermography tests for insulation continuity.,LOW
OTHER,115249253252016083013032102009395,1,None,Consider LED light upgrades,LOW
LONG,115249253252016083013032102009395,1,X13,"Engage experts to review the building lighting strategies and propose alterations and/or upgrades to daylighting provisions, luminaires and their control systems and an implementation plan.",LOW
OTHER,115249253252016083013032102009395,2,None,Consider fitting thermostatic valves to radiators to prevent over heating,LOW
LONG,115249253252016083013032102009395,2,AE4,Consider installing building mounted photovoltaic electricity generating panels.,LOW
OTHER,115249253252016083013032102009395,3,None,Consider occupancy sensors to infrequently used areas,LOW
OTHER,90558175012014072513554105009907,1,None,"Many rooms were unoccupied with artificial lighting illuminated, lighting controls are therefore recommended.",HIGH
LONG,90558175012014072513554105009907,1,AE8,Consider switching to a less carbon intensive fuel.,HIGH
MEDIUM,90558175012014072513554105009907,1,BF5,Consider applying reflective coating to windows and/or fit shading devices to reduce unwanted solar gain.,MEDIUM
SHORT,90558175012014072513554105009907,1,X9,Engage experts to assess the air conditioning systems in accordance with CIBSE TM 44.  (This could be an appropriate opportunity to engage an accredited energy Assessor to undertake an inspection in compliance with the Energy Performance of Buildings Regulations),MEDIUM
OTHER,90558175012014072513554105009907,2,None,"Within the loft area of this building there is a supply and extract ventilation unit. Despite ambient temperature being 15Â°C the preheat coil was full on, refinement of the AHU control strategy is therefore recommended.",HIGH
LONG,90558175012014072513554105009907,2,AE3,Consider installing building mounted solar water heating.,MEDIUM
SHORT,90558175012014072513554105009907,2,CON10,Seek to minimise simultaneous operation of heating and cooling systems.,HIGH
LONG,90558175012014072513554105009907,3,AE4,Consider installing building mounted photovoltaic electricity generating panels.,MEDIUM
OTHER,90558175012014072513554105009907,3,None,The main waiting area at the front of the building within the reception area was overheating. The staff had to open the external windows and a waste paper bin had been used to hold the door open in the entrance lobby. It is therefore recommended that the heating controls should be modified to prevent overheating within the space.,HIGH
SHORT,147381212912019072813534801039751,1,X15,"Consider engaging with building users to economise equipment energy consumption with targets, guidance on their achievement and incentives.",LOW
OTHER,147381212912019072813534801039751,1,None,Investigate the base level of operation within the property by switching down all un-required equipment & lighting over night then monitor future consumption against the base.,MEDIUM
LONG,147381212912019072813534801039751,1,AE4,Consider installing building mounted photovoltaic electricity generating panels.,MEDIUM
MEDIUM,147381212912019072813534801039751,1,X3,Consider implementing regular inspections of the building fabric to check on the condition of insulation and sealing measures and removal of accidental ventilation paths.,LOW
OTHER,147381212912019072813534801039751,2,None,"Consider Introducing LED lighting throughout the building LED’s have a high investment cost with a potential short payback period. The benefits are not only reduced energy costs but also maintenance as lighting lasts up to 100,000.00 hours.",HIGH
MEDIUM,147381212912019072813534801039751,2,BF22,Consider engaging experts to review the condition of the building fabric and propose measures to improve energy performance.  This might include building pressure tests for air tightness and thermography tests for insulation continuity.,LOW
SHORT,147381212912019072813534801039751,2,SP3,Consider installing automated controls and monitoring systems to electrical equipment and portable appliances to minimise electricity waste.,LOW
MEDIUM,147381212912019072813534801039751,3,HW19,Engage experts to propose specific measures to reduce hot water wastage and plan to carry this out.,LOW
OTHER,147381212912019072813534801039751,3,None,Log onto the Carbon Trust Website for free publications on saving money and reducing carbon emissions. http//www.carbontrust.co.uk,HIGH
OTHER,147381212912019072813534801039751,4,None,Consider installing plastic or mechanical Air curtains to reduce heat loss during the colder months where external doors are permanently open.,MEDIUM
OTHER,8020588952017061811580102009752,1,None,Consider fitting mor PIR's sensors  to classrooms,HIGH
LONG,8020588952017061811580102009752,1,X14,"Engage experts to review the HWS systems provisions and propose remedial works, upgrades and/or alternative provisions to improve effectiveness and efficiency and plan for implementation.",LOW
MEDIUM,8020588952017061811580102009752,1,BF5,Consider applying reflective coating to windows and/or fit shading devices to reduce unwanted solar gain.,MEDIUM
SHORT,8020588952017061811580102009752,1,X24,Boiler plant should be regularly tested and adjusted by experts for optimum operating efficiency.,LOW
MEDIUM,8020588952017061811580102009752,2,X3,Consider implementing regular inspections of the building fabric to check on the condition of insulation and sealing measures and removal of accidental ventilation paths.,MEDIUM
SHORT,8020588952017061811580102009752,2,SP3,Consider installing automated controls and monitoring systems to electrical equipment and portable appliances to minimise electricity waste.,LOW
LONG,8020588952017061811580102009752,2,AE3,Consider installing building mounted solar water heating.,HIGH
SHORT,8020588952017061811580102009752,3,X29,Consider with chefs and kitchen managers how a training programme and monitoring systems with incentives could be implemented.,LOW
LONG,8020588952017061811580102009752,3,AE4,Consider installing building mounted photovoltaic electricity generating panels.,HIGH
MEDIUM,8020588952017061811580102009752,3,BF22,Consider engaging experts to review the condition of the building fabric and propose measures to improve energy performance.  This might include building pressure tests for air tightness and thermography tests for insulation continuity.,LOW
MEDIUM,8020588952017061811580102009752,4,BF10,Consider introducing or improving wall insulation (internal lining) to solid single skin structures.,MEDIUM
LONG,8020588952017061811580102009752,4,X13,"Engage experts to review the building lighting strategies and propose alterations and/or upgrades to daylighting provisions, luminaires and their control systems and an implementation plan.",MEDIUM
SHORT,8020588952017061811580102009752,4,X27,"Consider with chefs and kitchens managers implementing an energy efficiency plan including maintenance and servicing provisions and operational targets, monitoring and incentives.",LOW
LONG,8020588952017061811580102009752,5,X5,Engage experts to review overall heating strategy and propose an investment programme for upgrading and/or switching to alternative solutions.,LOW
SHORT,8020588952017061811580102009752,5,SP24,Enable power save settings and power down management on computers and associated equipment.,LOW
SHORT,8020588952017061811580102009752,6,CA23,"Ensure catering equipment such as large ovens and dishwashers are utilised at maximum capacity, and/or install smaller capacity appliances to increase operational flexibility.",LOW
SHORT,8020588952017061811580102009752,7,HW20,Consider fitting 24 hour/7 day time controls onto electric HWS cylinders.,LOW
SHORT,8020588952017061811580102009752,8,CA24,Consider installing heat recovery to catering refrigeration condensers in order to aid with HWS generation or to heat room air.,LOW
SHORT,8020588952017061811580102009752,9,CON17,Consider installing timer controls to energy consuming plant and equipment and adjust to suit current building occupancy.,LOW
SHORT,8020588952017061811580102009752,10,HS17,If stratification occurs consider re-circulating the air during heating.,MEDIUM
SHORT,8020588952017061811580102009752,11,CON23,"Consider fitting zone controls to reduce over and under heating where structure, orientation, occupation or emitters have different characteristics.",LOW
SHORT,8020588952017061811580102009752,12,BF1,Consider introducing or improving loft insulation.,HIGH
SHORT,8020588952017061811580102009752,13,SP14,Consider with experts implementation of an energy efficient equipment procurement regime that will upgrade existing equipment and renew in a planned cost-effective programme.,MEDIUM
SHORT,7541700542010032417001220709790,1,CON20,"Consider introducing variable speed drives (VSD) for fans, pumps and compressors.",HIGH
MEDIUM,7541700542010032417001220709790,1,BF22,Consider engaging experts to review the condition of the building fabric and propose measures to improve energy performance. This might include building pressure tests for air tightness and thermography tests for insulation continuity.,MEDIUM
LONG,7541700542010032417001220709790,1,P2,Consider with experts the benefits of installing humidity control to pool hall ventilation.,MEDIUM
OTHER,7541700542010032417001220709790,1,None,Consider pir sensors where applicable,MEDIUM
OTHER,7541700542010032417001220709790,2,None,Consider insulation to exposed valves and fittings,HIGH
LONG,7541700542010032417001220709790,2,AE3,Consider installing building mounted solar water heating.,MEDIUM
MEDIUM,7541700542010032417001220709790,2,BF10,Consider introducing or improving wall insulation (internal lining) to solid single skin structures.,LOW
SHORT,7541700542010032417001220709790,2,P4,Consider fitting covers to the swimming pool and utilise whenever possible.,MEDIUM
MEDIUM,7541700542010032417001220709790,3,P3,Consider with experts the benefits of installing a heat recovery system to pool water and pool hall heating.,HIGH
SHORT,7541700542010032417001220709790,3,V10,Consider with experts whether it would be worthwhile installing variable speed fans and volume control devices to the ventilation system.,HIGH
LONG,7541700542010032417001220709790,3,AE9,Consider a Combined Heating and Power (CHP) system as an alternative to conventional boilers.,HIGH
SHORT,7541700542010032417001220709790,4,BF6,"Consider how building fabric air tightness could be improved, for example sealing, draught stripping and closing off unused ventilation openings, chimneys.",LOW
LONG,7541700542010032417001220709790,4,X1,The current metering provisions do not enable production of a specific and reasonably accurate Operational Rating for this building. It is recommended that meters be installed and a regime of recording data be put in place. CIBSE TM 39 gives guidance on this.,HIGH
SHORT,7541700542010032417001220709790,5,AC23,Engage experts to review overall air conditioning strategy and propose an investment programme for upgrading and/or switching to alternative solutions.,HIGH
SHORT,7541700542010032417001220709790,6,V1,Engage experts to propose and set up a ventilation servicing and maintenance regime and implement it.,MEDIUM
SHORT,7541700542010032417001220709790,7,X17,Consider a programme of fitting energy meters to the pool complex as part of the service and maintenance regime.,HIGH
SHORT,7541700542010032417001220709790,8,X9,Engage experts to assess the air conditioning systems in accordance with CIBSE TM 44.  (This could be an appropriate opportunity to engage an accredited energy Assessor to undertake an inspection in compliance with the EPB Regulations SI 2007/991 as amended.),HIGH
SHORT,7541700542010032417001220709790,9,CON10,Seek to minimise simultaneous operation of heating and cooling systems.,LOW
OTHER,30130639012011011409192206909805,1,None,"Nominate an energy champion to monitor energy usage on a regular basis.  Champions can be anyone ? all it really takes is commitment and enthusiasm.  It?s more about the desire to further the whole energy issue rather than having any particular skill or great knowledge and in any case, much of the know-how that champions need they can probably pick up along the way.",HIGH
LONG,30130639012011011409192206909805,1,X7,Engage experts to review overall ventilation strategy and propose an investment programme for upgrading and/or switching to alternative solutions to improve effectiveness and energy efficiency.,MEDIUM
MEDIUM,30130639012011011409192206909805,1,X3,Consider implementing regular inspections of the building fabric to check on the condition of insulation and sealing measures and removal of accidental ventilation paths.,MEDIUM
SHORT,30130639012011011409192206909805,1,X11,Consider implementing a programme of planned lighting systems maintenance to maintain effectiveness and energy efficiency.,MEDIUM
OTHER,30130639012011011409192206909805,2,None,Consider changing fluorescent lighting fittings throughout the building for more efficient type and/or replacing existing tubes with tri-phosphor tubes that have double the life of standard tubes.  Also consider installing occupancy sensors and/or time switches to turn off at least 50% of lighting in sorting areas during reduced occupancy times to save energy.  Carry out staff energy awareness on the need to turn off lighting to rest area and other less used rooms when not used.,HIGH
LONG,30130639012011011409192206909805,2,X13,"Engage experts to review the building lighting strategies and propose alterations and/or upgrades to daylighting provisions, luminaires and their control systems and an implementation plan.",MEDIUM
MEDIUM,30130639012011011409192206909805,2,BF22,Consider engaging experts to review the condition of the building fabric and propose measures to improve energy performance.  This might include building pressure tests for air tightness and thermography tests for insulation continuity.,MEDIUM
SHORT,30130639012011011409192206909805,2,OM15,"It is recommended that energy management techniques are introduced.  These could include efforts to gain building users commitment to save energy, allocating responsibility for energy to a specific person (champion), setting targets and monitoring.",MEDIUM
SHORT,30130639012011011409192206909805,3,BF6,"Consider how building fabric air tightness could be improved, for example sealing, draught stripping and closing off unused ventilation openings, chimneys.",MEDIUM
OTHER,30130639012011011409192206909805,3,None,"Consider fitting Occupancy/daylight detectors on little used rooms - including toilets (where not fitted), locker rooms, sorting areas, welfare, offices, training rooms/conference rooms and corridors/stairs etc.  Consider fitting Labels to all light switches as a reminder to staff to turn lights ?off? when not required.",HIGH
SHORT,30130639012011011409192206909805,4,CON18,Consider upgrading major time controls to include optimum start/stop.,LOW
OTHER,30130639012011011409192206909805,4,None,"Where de-stratification fans are installed in the sorting areas, carry out staff awareness training on how to control these fans ? during the winter periods they bring warm air down to the working area and during the summer create air movement which will assist in keeping the working area cooled.",HIGH
OTHER,30130639012011011409192206909805,5,None,"Consider improving/upgrading the boiler heating controls (BMS) to improve the energy efficiency of the system, engage with experts to suggest alternatives and costs.  Improved heating controls will include for optimum start stop and weather compensation thus saving on the overall energy used within the building.",HIGH
SHORT,30130639012011011409192206909805,5,HS17,If stratification occurs consider re-circulating the air during heating.,MEDIUM
OTHER,30130639012011011409192206909805,6,None,Consider installing high efficiency ?blade? type hand dryers for improved hand drying within the toilets.,HIGH
OTHER,30130639012011011409192206909805,7,None,"Ensure all windows are closed in sorting hall/welfare rooms, offices etc when heating is in operation to reduce unwanted draughts and cold air and to keep warm air in",HIGH
MEDIUM,44508445912016012913502403909971,1,X3,Consider implementing regular inspections of the building fabric to check on the condition of insulation and sealing measures and removal of accidental ventilation paths.,LOW
SHORT,44508445912016012913502403909971,1,X24,Boiler plant should be regularly tested and adjusted by experts for optimum operating efficiency.,HIGH
LONG,44508445912016012913502403909971,1,AE4,Consider installing building mounted photovoltaic electricity generating panels.,MEDIUM
OTHER,44508445912016012913502403909971,1,None,"Consider Engaging experts to assess current lighting, electrical and heating equipment to advise on possible energy reduction devices available.",MEDIUM
LONG,44508445912016012913502403909971,2,X13,"Engage experts to review the building lighting strategies and propose alterations and/or upgrades to daylighting provisions, luminaires and their control systems and an implementation plan.",MEDIUM
MEDIUM,44508445912016012913502403909971,2,HW19,Engage experts to propose specific measures to reduce hot water wastage and plan to carry this out.,MEDIUM
OTHER,44508445912016012913502403909971,2,None,Log onto the Carbon Trust Website for free publications on saving money and reducing carbon emissions. http//www.carbontrust.co.uk,HIGH
SHORT,44508445912016012913502403909971,2,X15,"Consider engaging with building users to economise equipment energy consumption with targets, guidance on their achievement and incentives.",LOW
LONG,44508445912016012913502403909971,3,X14,"Engage experts to review the HWS systems provisions and propose remedial works, upgrades and/or alternative provisions to improve effectiveness and efficiency and plan for implementation.",LOW
SHORT,44508445912016012913502403909971,3,X25,"Consider introducing a system of regular checks of Heating, Ventilation and Air Conditioning (HVAC) time and temperature settings and provisions to prevent unauthorised adjustment.",LOW
MEDIUM,44508445912016012913502403909971,3,BF22,Consider engaging experts to review the condition of the building fabric and propose measures to improve energy performance.  This might include building pressure tests for air tightness and thermography tests for insulation continuity.,MEDIUM
OTHER,44508445912016012913502403909971,3,None,Consider installing thermometers to establish local zone heating and control at a maximum of  21 degree’s. Ensure all temperature settings are relevant to the area being served.,MEDIUM
OTHER,44508445912016012913502403909971,4,None,"Consider Introducing LED lighting throughout the building LED’s have a high investment cost with a potential short payback period. The benefits are not only reduced energy costs but also maintenance as lighting lasts up to 100,000.00 hours.",MEDIUM
SHORT,44508445912016012913502403909971,4,SP24,Enable power save settings and power down management on computers and associated equipment.,MEDIUM
LONG,44508445912016012913502403909971,4,BF12,Consider introducing or improving ground or exposed floor insulation.,LOW
MEDIUM,44508445912016012913502403909971,4,BF10,Consider introducing or improving wall insulation (internal lining) to solid single skin structures.,MEDIUM
OTHER,44508445912016012913502403909971,5,None,"Consider Empowering some key students with staff support and making them, Environmental Champions. In their appointment they be asked to reduce wasted energy e.g. to turn off lights which are left on, inform the members of staff to turn radiators before opening windows to cool the room etc.",HIGH
SHORT,44508445912016012913502403909971,5,X4,Review staffing arrangements and set up formal systems for delegating authority for Building Energy Management System alterations and/or temporary overrides.,LOW
OTHER,44508445912016012913502403909971,6,None,"Carry out energy awareness campaign by engaging users and engineering services operational staff to minimise waste, optimise performance and secure ownership to improve efficiency of use.",MEDIUM
SHORT,44508445912016012913502403909971,6,CON17,Consider installing timer controls to energy consuming plant and equipment and adjust to suit current building occupancy.,MEDIUM
SHORT,44508445912016012913502403909971,7,CON2,Engage experts to review the HVAC control systems settings and propose alterations and/or upgrades and adjust to suit current occupancy patterns.,LOW
SHORT,44508445912016012913502403909971,8,OM15,"It is recommended that energy management techniques are introduced.  These could include efforts to gain building users commitment to save energy, allocating responsibility for energy to a specific person (champion), setting targets and monitoring.",MEDIUM
SHORT,44508445912016012913502403909971,9,BF6,"Consider how building fabric air tightness could be improved, for example sealing, draught stripping and closing off unused ventilation openings, chimneys.",HIGH
SHORT,44508445912016012913502403909971,10,CON23,"Consider fitting zone controls to reduce over and under heating where structure, orientation, occupation or emitters have different characteristics.",MEDIUM
SHORT,44508445912016012913502403909971,11,BF1,Consider introducing or improving loft insulation.,MEDIUM
SHORT,44508445912016012913502403909971,12,SP14,Consider with experts implementation of an energy efficient equipment procurement regime that will upgrade existing equipment and renew in a planned cost-effective programme.,MEDIUM
SHORT,44508445912016012913502403909971,13,CON15,Consider installing weather compensator controls on heating and cooling systems.,HIGH
SHORT,29108691952010011111015503009977,1,CON23,"Consider fitting zone controls to reduce over and under heating where structure, orientation, occupation or emitters have different characteristics.",LOW
MEDIUM,29108691952010011111015503009977,1,X3,Consider implementing regular inspections of the building fabric to check on the condition of insulation and sealing measures and removal of accidental ventilation paths.,LOW
LONG,29108691952010011111015503009977,1,BF12,Consider introducing or improving ground or exposed floor insulation.,HIGH
MEDIUM,29108691952010011111015503009977,2,BF5,Consider applying reflective coating to windows and/or fit shading devices to reduce unwanted solar gain.,LOW
LONG,29108691952010011111015503009977,2,BF2,Consider introducing or improving insulation of flat roofs.,HIGH
SHORT,29108691952010011111015503009977,2,CON17,Consider installing timer controls to energy consuming plant and equipment and adjust to suit current building occupancy.,LOW
LONG,29108691952010011111015503009977,3,BF3,Consider replacing or improving glazing.,HIGH
SHORT,29108691952010011111015503009977,3,CON15,Consider installing weather compensator controls on heating and cooling systems.,LOW
MEDIUM,29108691952010011111015503009977,3,BF4,Consider fitting secondary glazing and/or under glaze sky lights where appropriate.,HIGH
SHORT,29108691952010011111015503009977,4,CON18,Consider upgrading major time controls to include optimum start/stop.,LOW
LONG,29108691952010011111015503009977,4,AE9,Consider a Combined Heating and Power (CHP) system as an alternative to conventional boilers.,MEDIUM
MEDIUM,29108691952010011111015503009977,4,BF10,Consider introducing/improving wall insulation (internal lining) to solid single skin structures.,HIGH
LONG,29108691952010011111015503009977,5,AE3,Consider installing building mounted solar water heating.,HIGH
MEDIUM,29108691952010011111015503009977,5,HW19,Engage experts to propose specific measures to reduce hot water wastage and plan to carry this out.,MEDIUM
SHORT,29108691952010011111015503009977,5,X24,Boiler plant should be regularly tested and adjusted by experts for operating efficiency.,LOW
SHORT,29108691952010011111015503009977,6,X11,Consider implementing a programme of planned lighting systems maintenance to maintain effectiveness and energy efficiency.,MEDIUM
SHORT,29108691952010011111015503009977,7,X12,Clean windows and roof lights to maximise daylight entering building and reduce the need for artificial lighting.,LOW
SHORT,29108691952010011111015503009977,8,SP24,Enable power save settings and power down management on computers and associated equipment.,LOW
SHORT,29108691952010011111015503009977,9,SP3,Consider installing automated controls and monitoring systems to electrical equipment and portable appliances to minimise electricity waste.,LOW
SHORT,29108691952010011111015503009977,10,SP14,Consider with experts implementation of an energy efficient equipment procurement regime that will upgrade existing equipment and renew in a planned cost-effective programme.,LOW
SHORT,74956790302018111412341724709990,1,X12,Clean windows and roof lights to maximise daylight entering building and reduce the need for artificial lighting.,LOW
LONG,74956790302018111412341724709990,1,X14,"Engage experts to review the HWS systems provisions and propose remedial works, upgrades and/or alternative provisions to improve effectiveness and efficiency and plan for implementation.",LOW
MEDIUM,74956790302018111412341724709990,1,BF5,Consider applying reflective coating to windows and/or fit shading devices to reduce unwanted solar gain.,MEDIUM
LONG,74956790302018111412341724709990,2,BF12,Consider introducing or improving ground or exposed floor insulation.,MEDIUM
MEDIUM,74956790302018111412341724709990,2,X3,Consider implementing regular inspections of the building fabric to check on the condition of insulation and sealing measures and removal of accidental ventilation paths.,LOW
SHORT,74956790302018111412341724709990,2,BF1,Consider introducing or improving loft insulation.,MEDIUM
