PAYBACK_TYPE,LMK_KEY,RECOMMENDATION_ITEM,RECOMMENDATION_CODE,RECOMMENDATION,CO2_IMPACT
SHORT,109781309952016021213514203009657,3,EPC-L5,Consider replacing T8 lamps with retrofit T5 conversion kit.,MEDIUM
MEDIUM,109781309952016021213514203009657,3,EPC-H4,The default heat generator efficiency is chosen. It is recommended that the heat generator system be investigated to gain an understanding of its efficiency and possible improvements.,HIGH
LONG,109781309952016021213514203009657,3,EPC-E6,Some loft spaces are poorly insulated - install/improve insulation.,HIGH
LONG,109781309952016021213514203009657,4,EPC-H3,Consider replacing heating boiler plant with a condensing type.,HIGH
MEDIUM,109781309952016021213514203009657,4,EPC-L7,Introduce HF (high frequency) ballasts for fluorescent tubes: Reduced number of fittings required.,LOW
LONG,109781309952016021213514203009657,5,EPC-E7,"Carry out a pressure test, identify and treat identified air leakage. Enter result in EPC calculation.",HIGH
SHORT,100200130942015031912025087800970,1,EPC-L2,Replace tungsten GLS lamps with CFLs: Payback period dependent on hours of use.,LOW
MEDIUM,100200130942015031912025087800970,1,EPC-L7,Introduce HF (high frequency) ballasts for fluorescent tubes: Reduced number of fittings required.,LOW
LONG,100200130942015031912025087800970,1,EPC-H2,Add time control to heating system.,LOW
LONG,100200130942015031912025087800970,2,EPC-W1,Install more efficient water heater.,LOW
SHORT,100200130942015031912025087800970,2,EPC-L5,Consider replacing T8 lamps with retrofit T5 conversion kit.,HIGH
LONG,100200130942015031912025087800970,3,EPC-H7,Add optimum start/stop to the heating system.,MEDIUM
LONG,100200130942015031912025087800970,4,EPC-W2,Consider replacing HWS with point of use system.,LOW
LONG,100200130942015031912025087800970,5,EPC-E5,Some windows have high U-values - consider installing secondary glazing.,MEDIUM
MEDIUM,100235230842015032015191091100970,1,EPC-H7,Add optimum start/stop to the heating system.,LOW
SHORT,100235230842015032015191091100970,1,EPC-W1,Install more efficient water heater.,HIGH
LONG,100235230842015032015191091100970,1,EPC-H5,Add local time control to heating system.,LOW
MEDIUM,100235230842015032015191091100970,2,EPC-E5,Some windows have high U-values - consider installing secondary glazing.,LOW
SHORT,100235230842015032015191091100970,2,EPC-W2,Consider replacing HWS with point of use system.,HIGH
LONG,100235230842015032015191091100970,2,EPC-E7,"Carry out a pressure test, identify and treat identified air leakage. Enter result in EPC calculation.",LOW
MEDIUM,100235230842015032015191091100970,3,EPC-H6,Add local temperature control to the heating system.,LOW
SHORT,100235230842015032015191091100970,3,EPC-L2,Replace tungsten GLS lamps with CFLs: Payback period dependent on hours of use.,LOW
LONG,100235230842015032015191091100970,3,EPC-E8,Some glazing is poorly insulated. Replace/improve glazing and/or frames.,LOW
LONG,100235230842015032015191091100970,4,EPC-E2,Roof is poorly insulated. Install or improve insulation of roof.,LOW
MEDIUM,100235230842015032015191091100970,4,EPC-H8,Add weather compensation controls to heating system.,LOW
SHORT,100235230842015032015191091100970,4,EPC-L5,Consider replacing T8 lamps with retrofit T5 conversion kit.,MEDIUM
SHORT,100235230842015032015191091100970,5,EPC-L7,Introduce HF (high frequency) ballasts for fluorescent tubes: Reduced number of fittings required.,LOW
MEDIUM,10024281032009012712474650000105,1,EPC-E4,Some walls have uninsulated cavities - introduce cavity wall insulation.,MEDIUM
OTHER,10024281032009012712474650000105,1,USER,TEXT,MEDIUM
SHORT,10024281032009012712474650000105,1,EPC-L2,Replace tungsten GLS lamps with CFLs: Payback period dependent on hours of use.,LOW
MEDIUM,10024281032009012712474650000105,2,EPC-E5,Some windows have high U-values - consider installing secondary glazing.,MEDIUM
SHORT,10024281032009012712474650000105,2,EPC-L5,Consider replacing T8 lamps with retrofit T5 conversion kit.,HIGH
MEDIUM,10024281032009012712474650000105,3,EPC-H6,Add local temperature control to the heating system.,HIGH
SHORT,10024281032009012712474650000105,3,EPC-L7,Introduce HF (high frequency) ballasts for fluorescent tubes: Reduced number of fittings required.,LOW
MEDIUM,10024281032009012712474650000105,4,EPC-H5,Add local time control to heating system.,HIGH
SHORT,10024281032009012712474650000105,4,EPC-V1,Some spaces have a significant risk of overheating. Consider solar control measures such as the application of reflective coating or shading devices to windows.,MEDIUM
SHORT,100697910962018122013202063920230,1,EPC-L5,Consider replacing T8 lamps with retrofit T5 conversion kit.,HIGH
LONG,100697910962018122013202063920230,1,EPC-E3,Some solid walls are poorly insulated - introduce or improve internal wall insulation.,MEDIUM
LONG,100697910962018122013202063920230,2,EPC-E8,Some glazing is poorly insulated. Replace/improve glazing and/or frames.,MEDIUM
LONG,100697910962018122013202063920230,3,EPC-E2,Roof is poorly insulated. Install or improve insulation of roof.,MEDIUM
OTHER,100760320302015041410593492600940,1,EPC-L2,Replace tungsten GLS lamps with CFLs: Payback period dependent on hours of use.,HIGH
OTHER,100760320302015041410593492600940,2,EPC-L5,Consider replacing T8 lamps with retrofit T5 conversion kit.,HIGH
OTHER,100760320302015041410593492600940,3,EPC-R3,Consider installing solar water heating.,HIGH
OTHER,100760320302015041410593492600940,4,EPC-E5,Some windows have high U-values - consider installing secondary glazing.,HIGH
OTHER,100760320302015041410593492600940,5,EPC-R4,Consider installing PV.,HIGH
OTHER,100760320302015041410593492600940,6,EPC-R5,Consider installing an air source heat pump.,HIGH
OTHER,100760320302015041410593492600940,7,EPC-E1,"Some floors are poorly insulated - introduce and/or improve insulation. Add insulation to the exposed surfaces of floors adjacent to underground, unheated spaces or exterior.",HIGH
OTHER,100760320302015041410593492600940,8,EPC-E3,Some solid walls are poorly insulated - introduce or improve internal wall insulation.,HIGH
LONG,100919587912015041818055401009517,1,EPC-E8,Some glazing is poorly insulated. Replace/improve glazing and/or frames.,MEDIUM
MEDIUM,100919587912015041818055401009517,1,EPC-E5,Some windows have high U-values - consider installing secondary glazing.,MEDIUM
SHORT,100919587912015041818055401009517,1,EPC-L2,Replace tungsten GLS lamps with CFLs: Payback period dependent on hours of use.,LOW
LONG,100919587912015041818055401009517,2,EPC-R5,Consider installing an air source heat pump.,HIGH
SHORT,100919587912015041818055401009517,2,EPC-L5,Consider replacing T8 lamps with retrofit T5 conversion kit.,HIGH
MEDIUM,100919587912015041818055401009517,2,EPC-H6,Add local temperature control to the heating system.,LOW
MEDIUM,100919587912015041818055401009517,3,EPC-H8,Add weather compensation controls to heating system.,MEDIUM
LONG,100919587912015041818055401009517,3,EPC-R1,Consider installing a ground source heat pump.,HIGH
SHORT,100919587912015041818055401009517,3,EPC-H2,Add time control to heating system.,LOW
LONG,100919587912015041818055401009517,4,EPC-R3,Consider installing solar water heating.,LOW
MEDIUM,100919587912015041818055401009517,4,EPC-H5,Add local time control to heating system.,LOW
SHORT,100919587912015041818055401009517,4,EPC-L7,Introduce HF (high frequency) ballasts for fluorescent tubes: Reduced number of fittings required.,LOW
MEDIUM,100919587912015041818055401009517,5,EPC-E7,"Carry out a pressure test, identify and treat identified air leakage. Enter result in EPC calculation.",MEDIUM
LONG,100919587912015041818055401009517,5,EPC-E2,Roof is poorly insulated. Install or improve insulation of roof.,MEDIUM
SHORT,100919587912015041818055401009517,5,EPC-V1,"In some spaces, the solar gain limit in criterion 3 of ADL2A 2010 is exceeded, which might cause overheating. Consider solar control measures such as the application of reflective coating or shading devices to windows.",MEDIUM
SHORT,100919587912015041818055401009517,6,EPC-H7,Add optimum start/stop to the heating system.,MEDIUM
LONG,101305680842015050116564537410240,1,EPC-R2,Consider installing building mounted wind turbine(s).,LOW
LONG,101305680842015050116564537410240,2,EPC-R3,Consider installing solar water heating.,LOW
LONG,101305680842015050116564537410240,3,EPC-H7,Add optimum start/stop to the heating system.,LOW
LONG,101305680842015050116564537410240,4,EPC-H8,Add weather compensation controls to heating system.,LOW
LONG,101305680842015050116564537410240,5,EPC-R1,Consider installing a ground source heat pump.,MEDIUM
MEDIUM,106541585212015110212524500929426,1,EPC-L7,Introduce HF (high frequency) ballasts for fluorescent tubes: Reduced number of fittings required.,LOW
LONG,106541585212015110212524500929426,1,EPC-E4,Some walls have uninsulated cavities - introduce cavity wall insulation.,MEDIUM
SHORT,106541585212015110212524500929426,1,EPC-V1,"In some spaces, the solar gain limit in criterion 3 of ADL2A 2010 is exceeded, which might cause overheating. Consider solar control measures such as the application of reflective coating or shading devices to windows.",MEDIUM
SHORT,106541585212015110212524500929426,2,EPC-L5,Consider replacing T8 lamps with retrofit T5 conversion kit.,HIGH
MEDIUM,106541585212015110212524500929426,2,EPC-H2,Add time control to heating system.,LOW
LONG,106541585212015110212524500929426,2,EPC-W1,Install more efficient water heater.,LOW
LONG,106541585212015110212524500929426,3,EPC-H6,Add local temperature control to the heating system.,LOW
MEDIUM,106541585212015110212524500929426,3,EPC-H1,Consider replacing heating boiler plant with high efficiency type.,HIGH
MEDIUM,106541585212015110212524500929426,4,EPC-H7,Add optimum start/stop to the heating system.,MEDIUM
LONG,106541585212015110212524500929426,4,EPC-H8,Add weather compensation controls to heating system.,MEDIUM
LONG,106541585212015110212524500929426,5,EPC-H5,Add local time control to heating system.,LOW
LONG,106549885032015110212432881900498,1,EPC-H2,Add time control to heating system.,LOW
MEDIUM,106549885032015110212432881900498,1,EPC-L7,Introduce HF (high frequency) ballasts for fluorescent tubes: Reduced number of fittings required.,LOW
SHORT,106549885032015110212432881900498,1,EPC-L2,Replace tungsten GLS lamps with CFLs: Payback period dependent on hours of use.,LOW
LONG,106549885032015110212432881900498,2,EPC-C1,The default chiller efficiency is chosen. It is recommended that the chiller system be investigated to gain an understanding of its efficiency and possible improvements.,LOW
SHORT,106549885032015110212432881900498,2,EPC-L5,Consider replacing T8 lamps with retrofit T5 conversion kit.,HIGH
LONG,106549885032015110212432881900498,3,EPC-H7,Add optimum start/stop to the heating system.,MEDIUM
SHORT,106549885032015110212432881900498,3,EPC-V1,"In some spaces, the solar gain limit in criterion 3 of ADL2A 2010 is exceeded, which might cause overheating. Consider solar control measures such as the application of reflective coating or shading devices to windows.",MEDIUM
LONG,106549885032015110212432881900498,4,EPC-E4,Some walls have uninsulated cavities - introduce cavity wall insulation.,MEDIUM
LONG,106549885032015110212432881900498,5,EPC-R3,Consider installing solar water heating.,LOW
SHORT,106552940002015110214124928309200,1,EPC-L2,Replace tungsten GLS lamps with CFLs: Payback period dependent on hours of use.,LOW
LONG,106552940002015110214124928309200,1,EPC-E7,"Carry out a pressure test, identify and treat identified air leakage. Enter result in EPC calculation.",MEDIUM
MEDIUM,106552940002015110214124928309200,1,EPC-E4,Some walls have uninsulated cavities - introduce cavity wall insulation.,MEDIUM
LONG,106552940002015110214124928309200,2,EPC-E8,Some glazing is poorly insulated. Replace/improve glazing and/or frames.,MEDIUM
SHORT,106552940002015110214124928309200,2,EPC-L5,Consider replacing T8 lamps with retrofit T5 conversion kit.,HIGH
MEDIUM,106552940002015110214124928309200,2,EPC-H6,Add local temperature control to the heating system.,MEDIUM
LONG,106552940002015110214124928309200,3,EPC-R5,Consider installing an air source heat pump.,HIGH
MEDIUM,106552940002015110214124928309200,3,EPC-H8,Add weather compensation controls to heating system.,MEDIUM
SHORT,106552940002015110214124928309200,3,EPC-L7,Introduce HF (high frequency) ballasts for fluorescent tubes: Reduced number of fittings required.,LOW
MEDIUM,106552940002015110214124928309200,4,EPC-H5,Add local time control to heating system.,MEDIUM
LONG,106552940002015110214124928309200,4,EPC-R3,Consider installing solar water heating.,LOW
SHORT,106552940002015110214124928309200,4,EPC-V1,"In some spaces, the solar gain limit in criterion 3 of ADL2A 2010 is exceeded, which might cause overheating. Consider solar control measures such as the application of reflective coating or shading devices to windows.",MEDIUM
LONG,106552940002015110214124928309200,5,EPC-E2,Roof is poorly insulated. Install or improve insulation of roof.,MEDIUM
SHORT,106552940002015110214124928309200,5,EPC-H2,Add time control to heating system.,MEDIUM
SHORT,106552940002015110214124928309200,6,EPC-H7,Add optimum start/stop to the heating system.,MEDIUM
OTHER,10735600022009020617403367990130,1,USER,TEXT,LOW
SHORT,10735600022009020617403367990130,1,EPC-L1,Replace 38mm diameter (T12) fluorescent tubes on failure with 26mm (T8) tubes.,LOW
SHORT,10735600022009020617403367990130,2,EPC-L5,Consider replacing T8 lamps with retrofit T5 conversion kit.,LOW
SHORT,10735600022009020617403367990130,3,EPC-C1,The default chilller efficiency is chosen. It is recommended that the chiller system be investigated to gain an understanding of its efficiency and possible improvements.,HIGH
SHORT,10735600022009020617403367990130,4,EPC-V1,Some spaces have a significant risk of overheating. Consider solar control measures such as the application of reflective coating or shading devices to windows.,MEDIUM
LONG,107662649212015120512263004909413,1,EPC-W3,Improve insulation on HWS storage.,LOW
SHORT,107662649212015120512263004909413,1,EPC-L5,Consider replacing T8 lamps with retrofit T5 conversion kit.,HIGH
LONG,107814001952015121111522105909358,1,EPC-E4,Some walls have uninsulated cavities - introduce cavity wall insulation.,MEDIUM
SHORT,107814001952015121111522105909358,1,EPC-L5,Consider replacing T8 lamps with retrofit T5 conversion kit.,HIGH
LONG,107814001952015121111522105909358,2,EPC-E7,"Carry out a pressure test, identify and treat identified air leakage. Enter result in EPC calculation.",MEDIUM
SHORT,107814001952015121111522105909358,2,EPC-L7,Introduce HF (high frequency) ballasts for fluorescent tubes: Reduced number of fittings required.,LOW
LONG,107814001952015121111522105909358,3,EPC-R3,Consider installing solar water heating.,LOW
LONG,107814001952015121111522105909358,4,EPC-E8,Some glazing is poorly insulated. Replace/improve glazing and/or frames.,MEDIUM
LONG,107814001952015121111522105909358,5,EPC-R4,Consider installing PV.,LOW
MEDIUM,107835185032015121109364091900891,1,EPC-H2,Add time control to heating system.,LOW
SHORT,107835185032015121109364091900891,1,EPC-L5,Consider replacing T8 lamps with retrofit T5 conversion kit.,HIGH
LONG,107835185032015121109364091900891,1,EPC-E4,Some walls have uninsulated cavities - introduce cavity wall insulation.,MEDIUM
MEDIUM,107835185032015121109364091900891,2,EPC-H7,Add optimum start/stop to the heating system.,MEDIUM
LONG,107835185032015121109364091900891,2,EPC-E5,Some windows have high U-values - consider installing secondary glazing.,MEDIUM
SHORT,107835185032015121109364091900891,2,EPC-L7,Introduce HF (high frequency) ballasts for fluorescent tubes: Reduced number of fittings required.,LOW
LONG,107835185032015121109364091900891,3,EPC-H6,Add local temperature control to the heating system.,MEDIUM
SHORT,107835185032015121109364091900891,3,EPC-V1,"In some spaces, the solar gain limit in criterion 3 of ADL2A 2010 is exceeded, which might cause overheating. Consider solar control measures such as the application of reflective coating or shading devices to windows.",MEDIUM
LONG,107835185032015121109364091900891,4,EPC-H8,Add weather compensation controls to heating system.,LOW
LONG,107835185032015121109364091900891,5,EPC-H5,Add local time control to heating system.,LOW
OTHER,11016231032009021011421897000409,1,EPC-W1,Install more efficient water heater.,MEDIUM
OTHER,11016231032009021011421897000409,2,EPC-W2,Consider replacing HWS with point of use system.,MEDIUM
OTHER,11016231032009021011421897000409,3,EPC-L5,Consider replacing T8 lamps with retrofit T5 conversion kit.,HIGH
OTHER,11016231032009021011421897000409,4,EPC-L7,Introduce HF (high frequency) ballasts for fluorescent tubes: Reduced number of fittings required.,LOW
OTHER,11016231032009021011421897000409,5,EPC-H2,Add time control to heating system.,HIGH
OTHER,11016231032009021011421897000409,6,EPC-H4,The default heat generator efficiency is chosen. It is recommended that the heat generator system be investigated to gain an understanding of its efficiency and possible improvements.,HIGH
OTHER,11016231032009021011421897000409,7,EPC-E4,Some walls have uninsulated cavities - introduce cavity wall insulation.,HIGH
OTHER,11016231032009021011421897000409,8,EPC-E5,Some windows have high U-values - consider installing secondary glazing.,HIGH
OTHER,11016231032009021011421897000409,9,EPC-H6,Add local temperature control to the heating system.,HIGH
OTHER,11016231032009021011421897000409,10,EPC-E6,Some loft spaces are poorly insulated - install/improve insulation.,HIGH
OTHER,110512770702019031211545769800070,1,USER,Carry out an LZC feasibility study to find the most appropriate renewable energy source for the unit,LOW
OTHER,110512770702019031211545769800070,2,USER,Consider replacing current lighting with energy efficient LED light fittings,LOW
SHORT,110542781052016091317151406009760,1,EPC-L2,Replace tungsten GLS lamps with CFLs: Payback period dependent on hours of use.,LOW
LONG,110542781052016091317151406009760,1,EPC-E2,Roof is poorly insulated. Install or improve insulation of roof.,MEDIUM
MEDIUM,110542781052016091317151406009760,1,EPC-E8,Some glazing is poorly insulated. Replace/improve glazing and/or frames.,MEDIUM
LONG,110542781052016091317151406009760,2,EPC-R3,Consider installing solar water heating.,LOW
SHORT,110542781052016091317151406009760,2,EPC-L5,Consider replacing T8 lamps with retrofit T5 conversion kit.,HIGH
SHORT,110542781052016091317151406009760,3,EPC-L7,Introduce HF (high frequency) ballasts for fluorescent tubes: Reduced number of fittings required.,LOW
LONG,110542781052016091317151406009760,3,EPC-R4,Consider installing PV.,LOW
SHORT,110542781052016091317151406009760,4,EPC-V1,"In some spaces, the solar gain limit in criterion 3 of ADL2A 2010 is exceeded, which might cause overheating. Consider solar control measures such as the application of reflective coating or shading devices to windows.",MEDIUM
SHORT,110542781052016091317151406009760,5,EPC-E5,Some windows have high U-values - consider installing secondary glazing.,MEDIUM
SHORT,111129230062016033112430880770950,1,EPC-L1,Replace 38mm diameter (T12) fluorescent tubes on failure with 26mm (T8) tubes.,HIGH
LONG,111129230062016033112430880770950,1,EPC-H2,Add time control to heating system.,LOW
LONG,111129230062016033112430880770950,2,EPC-R2,Consider installing building mounted wind turbine(s).,LOW
SHORT,111129230062016033112430880770950,2,EPC-V1,"In some spaces, the solar gain limit in criterion 3 of ADL2A 2010 is exceeded, which might cause overheating. Consider solar control measures such as the application of reflective coating or shading devices to windows.",MEDIUM
LONG,111129230062016033112430880770950,3,EPC-H7,Add optimum start/stop to the heating system.,LOW
LONG,111129230062016033112430880770950,4,EPC-R3,Consider installing solar water heating.,LOW
LONG,111129230062016033112430880770950,5,EPC-W1,Install more efficient water heater.,MEDIUM
OTHER,111563720062016042518314783940590,1,EPC-H2,Add time control to heating system.,LOW
OTHER,111563720062016042518314783940590,2,EPC-C1,The default chiller efficiency is chosen. It is recommended that the chiller system be investigated to gain an understanding of its efficiency and possible improvements.,MEDIUM
OTHER,111563720062016042518314783940590,3,EPC-H6,Add local temperature control to the heating system.,LOW
OTHER,111563720062016042518314783940590,4,EPC-L7,Introduce HF (high frequency) ballasts for fluorescent tubes: Reduced number of fittings required.,MEDIUM
OTHER,111563720062016042518314783940590,5,EPC-E7,"Carry out a pressure test, identify and treat identified air leakage. Enter result in EPC calculation.",LOW
OTHER,103182502912015071310215900009726,1,EPC-L5,Consider replacing T8 lamps with retrofit T5 conversion kit.,HIGH
OTHER,103182502912015071310215900009726,2,EPC-H5,Add local time control to heating system.,LOW
OTHER,103182502912015071310215900009726,3,EPC-F5,Consider switching from gas to biomass.,HIGH
OTHER,103182502912015071310215900009726,4,EPC-E7,"Carry out a pressure test, identify and treat identified air leakage. Enter result in EPC calculation.",LOW
OTHER,103182502912015071310215900009726,5,EPC-E5,Some windows have high U-values - consider installing secondary glazing.,LOW
OTHER,103182502912015071310215900009726,6,EPC-E3,Some solid walls are poorly insulated - introduce or improve internal wall insulation.,HIGH
OTHER,103182502912015071310215900009726,7,EPC-E1,"Some floors are poorly insulated - introduce and/or improve insulation. Add insulation to the exposed surfaces of floors adjacent to underground, unheated spaces or exterior.",HIGH
OTHER,103182502912015071310215900009726,8,EPC-E2,Roof is poorly insulated. Install or improve insulation of roof.,LOW
OTHER,103182502912015071310215900009726,9,EPC-R5,Consider installing an air source heat pump.,HIGH
SHORT,103425515132015073115505449000995,1,EPC-H7,Add optimum start/stop to the heating system.,MEDIUM
LONG,103425515132015073115505449000995,1,EPC-R2,Consider installing building mounted wind turbine(s).,LOW
MEDIUM,103425515132015073115505449000995,1,EPC-E8,Some glazing is poorly insulated. Replace/improve glazing and/or frames.,MEDIUM
LONG,103425515132015073115505449000995,2,EPC-R3,Consider installing solar water heating.,LOW
SHORT,103425515132015073115505449000995,2,EPC-E5,Some windows have high U-values - consider installing secondary glazing.,MEDIUM
SHORT,103425515132015073115505449000995,3,EPC-H8,Add weather compensation controls to heating system.,MEDIUM
LONG,103425515132015073115505449000995,3,EPC-R4,Consider installing PV.,LOW
SHORT,103425515132015073115505449000995,4,EPC-H5,Add local time control to heating system.,MEDIUM
SHORT,103425515132015073115505449000995,5,EPC-E7,"Carry out a pressure test, identify and treat identified air leakage. Enter result in EPC calculation.",MEDIUM
SHORT,10345847012009020612240408000446,1,EPC-L2,Replace tungsten GLS lamps with CFLs: Payback period dependent on hours of use.,LOW
LONG,10345847012009020612240408000446,1,EPC-E8,Some glazing is poorly insulated. Replace/improve glazing and/or frames.,HIGH
MEDIUM,10345847012009020612240408000446,1,EPC-E5,Some windows have high U-values - consider installing secondary glazing.,HIGH
SHORT,10345847012009020612240408000446,2,EPC-L5,Consider replacing T8 lamps with retrofit T5 conversion kit.,HIGH
LONG,10345847012009020612240408000446,2,EPC-R2,Consider installing building mounted wind turbine(s).,LOW
MEDIUM,10345847012009020612240408000446,2,EPC-H6,Add local temperature control to the heating system.,MEDIUM
LONG,10345847012009020612240408000446,3,EPC-R3,Consider installing solar water heating.,LOW
MEDIUM,10345847012009020612240408000446,3,EPC-H5,Add local time control to heating system.,MEDIUM
LONG,10345847012009020612240408000446,4,EPC-R4,Consider installing PV.,LOW
LONG,103910860942015080714315480600730,1,EPC-E2,Roof is poorly insulated. Install or improve insulation of roof.,MEDIUM
MEDIUM,103910860942015080714315480600730,1,EPC-E6,Some loft spaces are poorly insulated - install/improve insulation.,MEDIUM
SHORT,103910860942015080714315480600730,1,EPC-W3,Improve insulation on HWS storage.,LOW
LONG,103910860942015080714315480600730,2,EPC-R3,Consider installing solar water heating.,LOW
SHORT,103910860942015080714315480600730,2,EPC-L2,Replace tungsten GLS lamps with CFLs: Payback period dependent on hours of use.,LOW
MEDIUM,103910860942015080714315480600730,2,EPC-H5,Add local time control to heating system.,MEDIUM
LONG,103910860942015080714315480600730,3,EPC-R4,Consider installing PV.,LOW
MEDIUM,103910860942015080714315480600730,3,EPC-L7,Introduce HF (high frequency) ballasts for fluorescent tubes: Reduced number of fittings required.,LOW
SHORT,103910860942015080714315480600730,3,EPC-H2,Add time control to heating system.,LOW
SHORT,103910860942015080714315480600730,4,EPC-H1,Consider replacing heating boiler plant with high efficiency type.,HIGH
MEDIUM,103910860942015080714315480600730,4,EPC-H3,Consider replacing heating boiler plant with a condensing type.,HIGH
SHORT,103910860942015080714315480600730,5,EPC-H7,Add optimum start/stop to the heating system.,MEDIUM
MEDIUM,103910860942015080714315480600730,5,EPC-E7,"Carry out a pressure test, identify and treat identified air leakage. Enter result in EPC calculation.",MEDIUM
SHORT,103910860942015080714315480600730,6,EPC-L5,Consider replacing T8 lamps with retrofit T5 conversion kit.,MEDIUM
MEDIUM,103910860942015080714315480600730,6,EPC-E8,Some glazing is poorly insulated. Replace/improve glazing and/or frames.,MEDIUM
MEDIUM,103910860942015080714315480600730,7,EPC-R5,Consider installing an air source heat pump.,HIGH
SHORT,103910860942015080714315480600730,7,EPC-H4,The default heat generator efficiency is chosen. It is recommended that the heat generator system be investigated to gain an understanding of its efficiency and possible improvements.,HIGH
SHORT,103910860942015080714315480600730,8,EPC-V1,"In some spaces, the solar gain limit in criterion 3 of ADL2A 2010 is exceeded, which might cause overheating. Consider solar control measures such as the application of reflective coating or shading devices to windows.",MEDIUM
SHORT,103910860942015080714315480600730,9,EPC-E5,Some windows have high U-values - consider installing secondary glazing.,MEDIUM
SHORT,103910860942015080714315480600730,10,EPC-H6,Add local temperature control to the heating system.,MEDIUM
SHORT,103910860942015080714315480600730,11,EPC-H8,Add weather compensation controls to heating system.,MEDIUM
LONG,103978630012015081109422303019438,1,EPC-E8,Some glazing is poorly insulated. Replace/improve glazing and/or frames.,MEDIUM
SHORT,103978630012015081109422303019438,1,EPC-L2,Replace tungsten GLS lamps with CFLs: Payback period dependent on hours of use.,HIGH
MEDIUM,103978630012015081109422303019438,1,EPC-E4,Some walls have uninsulated cavities - introduce cavity wall insulation.,MEDIUM
LONG,103978630012015081109422303019438,2,EPC-R2,Consider installing building mounted wind turbine(s).,LOW
MEDIUM,103978630012015081109422303019438,2,EPC-E5,Some windows have high U-values - consider installing secondary glazing.,MEDIUM
SHORT,103978630012015081109422303019438,2,EPC-V1,"In some spaces, the solar gain limit in criterion 3 of ADL2A 2010 is exceeded, which might cause overheating. Consider solar control measures such as the application of reflective coating or shading devices to windows.",MEDIUM
LONG,103978630012015081109422303019438,3,EPC-R3,Consider installing solar water heating.,LOW
MEDIUM,103978630012015081109422303019438,3,EPC-H8,Add weather compensation controls to heating system.,MEDIUM
SHORT,103978630012015081109422303019438,3,EPC-H7,Add optimum start/stop to the heating system.,MEDIUM
LONG,103978630012015081109422303019438,4,EPC-E2,Roof is poorly insulated. Install or improve insulation of roof.,MEDIUM
MEDIUM,103978630012015081109422303019438,4,EPC-H5,Add local time control to heating system.,LOW
LONG,103978630012015081109422303019438,5,EPC-R4,Consider installing PV.,LOW
MEDIUM,103978630012015081109422303019438,5,EPC-E7,"Carry out a pressure test, identify and treat identified air leakage. Enter result in EPC calculation.",MEDIUM
LONG,103990670062015081109350636080390,1,EPC-E8,Some glazing is poorly insulated. Replace/improve glazing and/or frames.,MEDIUM
MEDIUM,103990670062015081109350636080390,1,EPC-E4,Some walls have uninsulated cavities - introduce cavity wall insulation.,MEDIUM
SHORT,103990670062015081109350636080390,1,EPC-L2,Replace tungsten GLS lamps with CFLs: Payback period dependent on hours of use.,LOW
MEDIUM,103990670062015081109350636080390,2,EPC-E5,Some windows have high U-values - consider installing secondary glazing.,MEDIUM
LONG,103990670062015081109350636080390,2,EPC-R2,Consider installing building mounted wind turbine(s).,LOW
SHORT,103990670062015081109350636080390,2,EPC-L5,Consider replacing T8 lamps with retrofit T5 conversion kit.,HIGH
MEDIUM,103990670062015081109350636080390,3,EPC-H8,Add weather compensation controls to heating system.,LOW
LONG,103990670062015081109350636080390,3,EPC-R3,Consider installing solar water heating.,LOW
SHORT,103990670062015081109350636080390,3,EPC-L7,Introduce HF (high frequency) ballasts for fluorescent tubes: Reduced number of fittings required.,LOW
LONG,103990670062015081109350636080390,4,EPC-E2,Roof is poorly insulated. Install or improve insulation of roof.,MEDIUM
MEDIUM,103990670062015081109350636080390,4,EPC-H5,Add local time control to heating system.,LOW
SHORT,103990670062015081109350636080390,4,EPC-V1,"In some spaces, the solar gain limit in criterion 3 of ADL2A 2010 is exceeded, which might cause overheating. Consider solar control measures such as the application of reflective coating or shading devices to windows.",MEDIUM
MEDIUM,103990670062015081109350636080390,5,EPC-E7,"Carry out a pressure test, identify and treat identified air leakage. Enter result in EPC calculation.",MEDIUM
SHORT,103990670062015081109350636080390,5,EPC-H7,Add optimum start/stop to the heating system.,MEDIUM
LONG,103990670062015081109350636080390,5,EPC-R4,Consider installing PV.,LOW
LONG,104008362012015081301593003009465,1,EPC-E5,Some windows have high U-values - consider installing secondary glazing.,MEDIUM
SHORT,104008362012015081301593003009465,1,EPC-V1,"In some spaces, the solar gain limit in criterion 3 of ADL2A 2010 is exceeded, which might cause overheating. Consider solar control measures such as the application of reflective coating or shading devices to windows.",MEDIUM
LONG,104008362012015081301593003009465,2,EPC-R4,Consider installing PV.,LOW
LONG,104008362012015081301593003009465,3,EPC-W2,Consider replacing HWS with point of use system.,LOW
LONG,104017062052015081300102104009605,1,EPC-E4,Some walls have uninsulated cavities - introduce cavity wall insulation.,MEDIUM
MEDIUM,104017062052015081300102104009605,1,EPC-W2,Consider replacing HWS with point of use system.,MEDIUM
SHORT,104017062052015081300102104009605,1,EPC-L5,Consider replacing T8 lamps with retrofit T5 conversion kit.,HIGH
LONG,104017062052015081300102104009605,2,EPC-E5,Some windows have high U-values - consider installing secondary glazing.,MEDIUM
MEDIUM,104017062052015081300102104009605,2,EPC-H7,Add optimum start/stop to the heating system.,MEDIUM
