"date","geography","geography code","Rural Urban","Cars: All categories: Car or van availability; measures: Value","Cars: No cars or vans in household; measures: Value","Cars: 1 car or van in household; measures: Value","Cars: 2 cars or vans in household; measures: Value","Cars: 3 cars or vans in household; measures: Value","Cars: 4 or more cars or vans in household; measures: Value","Cars: sum of all cars or vans in the area; measures: Value"
"2011","E00007844","E00007844","Total",161,48,88,24,1,0,139
"2011","E00007878","E00007878","Total",157,67,73,15,2,0,109
"2011","E00007879","E00007879","Total",107,32,59,14,2,0,93
"2011","E00007882","E00007882","Total",127,36,61,27,2,1,125
"2011","E00007884","E00007884","Total",153,49,85,16,3,0,126
"2011","E00007849","E00007849","Total",124,54,55,10,3,2,92
"2011","E00007851","E00007851","Total",128,35,64,22,5,2,131
"2011","E00007853","E00007853","Total",154,45,73,31,3,2,153
"2011","E00007855","E00007855","Total",107,60,37,9,1,0,58
"2011","E00007856","E00007856","Total",128,21,70,31,5,1,151
"2011","E00007848","E00007848","Total",169,68,77,18,5,1,133
"2011","E00007850","E00007850","Total",110,31,51,20,8,0,115
"2011","E00007881","E00007881","Total",148,43,73,28,2,2,147
"2011","E00007883","E00007883","Total",118,31,63,21,2,1,115
"2011","E00007885","E00007885","Total",143,46,73,21,3,0,124
"2011","E00007886","E00007886","Total",130,51,68,8,3,0,93
"2011","E00007845","E00007845","Total",120,22,68,25,4,1,134
"2011","E00007846","E00007846","Total",143,61,70,11,1,0,95
"2011","E00007847","E00007847","Total",103,20,54,24,3,2,119
"2011","E00007852","E00007852","Total",119,25,63,27,3,1,130
"2011","E00007854","E00007854","Total",113,36,65,9,2,1,93
"2011","E00007857","E00007857","Total",115,48,54,13,0,0,80
"2011","E00008196","E00008196","Total",126,46,64,14,2,0,98
"2011","E00008197","E00008197","Total",113,43,54,14,1,1,89
"2011","E00008203","E00008203","Total",110,32,47,28,2,1,113
"2011","E00008230","E00008230","Total",114,43,44,21,5,1,106
"2011","E00008231","E00008231","Total",132,43,58,21,8,2,133
"2011","E00008232","E00008232","Total",119,39,53,25,1,1,110
"2011","E00008198","E00008198","Total",94,42,33,16,2,1,75
"2011","E00008200","E00008200","Total",104,25,47,27,4,1,117
"2011","E00008201","E00008201","Total",114,18,61,31,3,1,136
"2011","E00008226","E00008226","Total",139,27,56,47,6,3,180
"2011","E00008229","E00008229","Total",122,32,63,21,5,1,124
"2011","E00008192","E00008192","Total",133,20,63,38,9,3,179
"2011","E00008195","E00008195","Total",150,33,66,42,6,3,182
"2011","E00008199","E00008199","Total",224,43,150,28,1,2,217
"2011","E00008202","E00008202","Total",115,27,50,24,12,2,142
"2011","E00008204","E00008204","Total",107,52,43,9,3,0,70
"2011","E00008193","E00008193","Total",136,32,58,35,9,2,164
"2011","E00008194","E00008194","Total",101,28,46,19,7,1,110
"2011","E00008205","E00008205","Total",106,34,58,11,3,0,89
"2011","E00008206","E00008206","Total",106,31,45,23,7,0,112
"2011","E00008207","E00008207","Total",120,61,44,11,4,0,78
"2011","E00007975","E00007975","Total",109,13,44,39,11,2,163
"2011","E00007977","E00007977","Total",118,14,50,40,10,4,176
"2011","E00008000","E00008000","Total",123,10,53,45,10,5,195
"2011","E00008001","E00008001","Total",116,12,45,47,9,3,179
"2011","E00008005","E00008005","Total",105,8,53,37,6,1,149
"2011","E00008007","E00008007","Total",113,17,57,32,7,0,142
"2011","E00008008","E00008008","Total",145,23,81,34,5,2,172
"2011","E00008009","E00008009","Total",109,13,50,38,7,1,151
"2011","E00008013","E00008013","Total",123,18,70,28,6,1,149
"2011","E00008014","E00008014","Total",128,20,58,40,9,1,169
"2011","E00007994","E00007994","Total",131,62,45,21,3,0,96
"2011","E00007995","E00007995","Total",166,30,90,38,7,1,196
"2011","E00007996","E00007996","Total",131,50,51,24,5,1,118
"2011","E00007999","E00007999","Total",141,26,79,32,4,0,155
"2011","E00008004","E00008004","Total",138,15,61,54,6,2,196
"2011","E00007976","E00007976","Total",120,39,69,12,0,0,93
"2011","E00007993","E00007993","Total",144,28,69,40,5,2,172
"2011","E00007997","E00007997","Total",122,64,43,10,4,1,79
"2011","E00007998","E00007998","Total",113,36,58,11,6,2,107
"2011","E00008002","E00008002","Total",128,43,56,22,6,1,126
"2011","E00008010","E00008010","Total",114,47,51,12,3,1,88
"2011","E00008083","E00008083","Total",123,33,53,29,8,0,135
"2011","E00008084","E00008084","Total",115,32,51,23,6,3,127
"2011","E00008086","E00008086","Total",128,37,63,21,7,0,126
"2011","E00008089","E00008089","Total",139,54,52,24,8,1,128
"2011","E00008072","E00008072","Total",140,63,66,9,1,1,91
"2011","E00008085","E00008085","Total",124,40,67,14,2,1,105
"2011","E00008088","E00008088","Total",112,19,50,28,12,3,154
"2011","E00008090","E00008090","Total",116,56,50,9,1,0,71
"2011","E00008091","E00008091","Total",119,39,58,17,3,2,109
"2011","E00008068","E00008068","Total",128,35,66,23,4,0,124
"2011","E00008069","E00008069","Total",233,50,156,23,4,0,214
"2011","E00008096","E00008096","Total",153,53,70,25,4,1,136
"2011","E00008100","E00008100","Total",150,61,63,23,3,0,118
"2011","E00008093","E00008093","Total",113,25,53,29,5,1,130
"2011","E00008094","E00008094","Total",121,40,64,16,1,0,99
"2011","E00008095","E00008095","Total",134,37,69,24,2,2,131
"2011","E00008097","E00008097","Total",125,45,52,24,4,0,112
"2011","E00008099","E00008099","Total",138,35,76,22,5,0,135
"2011","E00008064","E00008064","Total",117,54,42,12,8,1,94
"2011","E00008071","E00008071","Total",117,38,50,25,3,1,113
"2011","E00008074","E00008074","Total",135,40,58,30,6,1,140
"2011","E00008078","E00008078","Total",109,39,49,17,4,0,95
"2011","E00008082","E00008082","Total",109,52,42,11,4,0,76
"2011","E00007978","E00007978","Total",99,16,51,28,4,0,119
"2011","E00007979","E00007979","Total",131,51,58,19,2,1,107
"2011","E00007981","E00007981","Total",127,20,66,24,16,1,166
"2011","E00007982","E00007982","Total",111,27,65,14,4,1,109
"2011","E00007984","E00007984","Total",100,22,55,14,7,2,112
"2011","E00008003","E00008003","Total",115,34,57,18,5,1,112
"2011","E00008006","E00008006","Total",114,33,60,15,5,1,109
"2011","E00008011","E00008011","Total",127,51,63,10,3,0,92
"2011","E00008012","E00008012","Total",135,17,73,39,5,1,170
"2011","E00008015","E00008015","Total",113,19,53,32,8,1,148
"2011","E00007980","E00007980","Total",114,16,50,37,8,3,161
"2011","E00007983","E00007983","Total",131,11,52,51,11,6,211
"2011","E00007986","E00007986","Total",112,15,47,39,11,0,158
"2011","E00007989","E00007989","Total",121,57,40,17,4,3,98
"2011","E00007991","E00007991","Total",114,41,58,14,1,0,89
"2011","E00007974","E00007974","Total",131,82,42,7,0,0,56
"2011","E00007985","E00007985","Total",123,16,52,44,9,2,176
"2011","E00007987","E00007987","Total",114,18,56,30,8,2,148
"2011","E00007988","E00007988","Total",119,74,35,9,1,0,56
"2011","E00007990","E00007990","Total",134,77,36,17,0,4,86
"2011","E00007992","E00007992","Total",117,49,52,14,2,0,86
"2011","E00008021","E00008021","Total",165,53,89,17,5,1,142
"2011","E00008024","E00008024","Total",115,38,54,19,3,1,105
"2011","E00008033","E00008033","Total",118,37,57,17,6,1,113
"2011","E00008036","E00008036","Total",121,34,70,14,2,1,108
"2011","E00008051","E00008051","Total",132,51,62,17,1,1,104
"2011","E00008057","E00008057","Total",124,86,27,8,3,0,52
"2011","E00008050","E00008050","Total",93,16,29,31,14,3,145
"2011","E00008052","E00008052","Total",120,12,47,37,16,8,201
"2011","E00008053","E00008053","Total",108,13,36,47,7,5,172
"2011","E00008054","E00008054","Total",98,9,40,35,8,6,160
"2011","E00008055","E00008055","Total",111,11,49,37,9,5,171
"2011","E00008019","E00008019","Total",138,80,43,11,3,1,78
"2011","E00008020","E00008020","Total",132,25,63,33,1,10,178
"2011","E00008025","E00008025","Total",95,17,55,13,10,0,111
"2011","E00008027","E00008027","Total",128,61,54,12,1,0,81
"2011","E00008042","E00008042","Total",128,52,58,17,1,0,95
"2011","E00008058","E00008058","Total",135,69,53,11,1,1,82
"2011","E00008030","E00008030","Total",135,55,56,20,4,0,108
"2011","E00008035","E00008035","Total",121,41,61,13,5,1,106
"2011","E00008043","E00008043","Total",129,13,73,35,5,3,170
"2011","E00008045","E00008045","Total",116,14,62,31,7,2,155
"2011","E00008046","E00008046","Total",111,38,49,20,3,1,102
"2011","E00008048","E00008048","Total",126,53,54,18,1,0,93
"2011","E00008245","E00008245","Total",122,60,48,10,4,0,80
"2011","E00008247","E00008247","Total",118,54,51,11,2,0,79
"2011","E00008250","E00008250","Total",111,37,58,14,2,0,92
"2011","E00008252","E00008252","Total",124,40,60,14,9,1,120
"2011","E00008255","E00008255","Total",135,61,56,13,3,2,100
"2011","E00008235","E00008235","Total",133,24,56,40,10,3,179
"2011","E00008238","E00008238","Total",124,37,60,23,3,1,119
"2011","E00008251","E00008251","Total",116,34,62,16,4,0,106
"2011","E00008253","E00008253","Total",120,46,55,15,4,0,97
"2011","E00008256","E00008256","Total",110,49,42,19,0,0,80
"2011","E00008236","E00008236","Total",170,96,66,8,0,0,82
"2011","E00008244","E00008244","Total",137,63,63,8,3,0,88
"2011","E00008254","E00008254","Total",115,48,51,10,6,0,89
"2011","E00008257","E00008257","Total",102,43,44,15,0,0,74
"2011","E00008258","E00008258","Total",113,41,42,30,0,0,102
"2011","E00008239","E00008239","Total",118,20,57,30,7,4,154
"2011","E00008242","E00008242","Total",136,50,65,16,5,0,112
"2011","E00008246","E00008246","Total",101,59,29,12,1,0,56
"2011","E00008248","E00008248","Total",105,25,56,21,3,0,107
"2011","E00008249","E00008249","Total",126,47,51,19,7,2,118
"2011","E00008234","E00008234","Total",117,18,53,31,14,1,161
"2011","E00008240","E00008240","Total",100,25,49,18,6,2,111
"2011","E00008241","E00008241","Total",121,50,54,14,2,1,92
"2011","E00008243","E00008243","Total",130,54,52,21,3,0,103
"2011","E00008276","E00008276","Total",120,51,56,11,2,0,84
"2011","E00008028","E00008028","Total",112,39,50,19,2,2,102
"2011","E00008037","E00008037","Total",131,39,65,20,6,1,129
"2011","E00008038","E00008038","Total",147,13,63,54,11,6,228
"2011","E00008039","E00008039","Total",126,39,48,31,7,1,135
"2011","E00008044","E00008044","Total",132,53,63,12,4,0,99
"2011","E00008016","E00008016","Total",167,45,83,33,6,0,167
"2011","E00008040","E00008040","Total",179,37,97,32,11,2,202
"2011","E00008041","E00008041","Total",136,41,74,19,2,0,118
"2011","E00008047","E00008047","Total",133,50,63,15,4,1,109
"2011","E00008049","E00008049","Total",203,48,123,24,6,2,197
"2011","E00008017","E00008017","Total",128,53,51,19,5,0,104
"2011","E00008018","E00008018","Total",130,44,49,24,8,5,143
"2011","E00008022","E00008022","Total",136,79,45,10,1,1,72
"2011","E00008023","E00008023","Total",145,72,55,15,3,0,94
"2011","E00008026","E00008026","Total",126,60,48,12,4,2,96
"2011","E00008056","E00008056","Total",96,35,36,20,4,1,95
"2011","E00176492","E00176492","Total",41,24,13,4,0,0,21
"2011","E00007934","E00007934","Total",97,36,35,19,2,5,100
"2011","E00007935","E00007935","Total",118,14,58,39,4,3,160
"2011","E00007938","E00007938","Total",113,29,46,24,7,7,150
"2011","E00007939","E00007939","Total",149,44,61,32,10,2,164
"2011","E00007946","E00007946","Total",130,16,62,42,5,5,181
"2011","E00007936","E00007936","Total",119,17,57,34,10,1,159
"2011","E00007937","E00007937","Total",118,7,59,38,11,3,180
"2011","E00007942","E00007942","Total",139,15,68,38,14,4,204
"2011","E00007943","E00007943","Total",112,32,54,18,7,1,116
"2011","E00007948","E00007948","Total",118,13,44,46,8,7,192
"2011","E00007933","E00007933","Total",139,51,69,16,3,0,110
"2011","E00007952","E00007952","Total",109,25,54,24,6,0,120
"2011","E00007953","E00007953","Total",113,44,44,18,6,1,104
"2011","E00007956","E00007956","Total",115,29,60,23,1,2,118
"2011","E00007958","E00007958","Total",120,35,58,20,6,1,120
"2011","E00007969","E00007969","Total",122,37,53,23,7,2,128
"2011","E00007932","E00007932","Total",126,50,51,18,6,1,109
"2011","E00007965","E00007965","Total",153,104,40,7,0,2,62
"2011","E00007968","E00007968","Total",128,70,42,12,2,2,80
"2011","E00007970","E00007970","Total",120,41,57,16,6,0,107
"2011","E00007971","E00007971","Total",115,45,47,19,2,2,99
"2011","E00007972","E00007972","Total",126,49,53,16,8,0,109
"2011","E00007963","E00007963","Total",130,9,64,34,14,9,213
"2011","E00007964","E00007964","Total",106,8,59,31,8,0,145
"2011","E00007966","E00007966","Total",113,9,52,35,12,5,178
"2011","E00007967","E00007967","Total",118,10,55,35,14,4,184
"2011","E00007973","E00007973","Total",130,36,55,35,4,0,137
"2011","E00007941","E00007941","Total",122,18,51,40,9,4,175
"2011","E00007954","E00007954","Total",136,35,54,29,15,3,170
"2011","E00007955","E00007955","Total",114,28,49,31,4,2,131
"2011","E00007960","E00007960","Total",118,31,54,25,8,0,128
"2011","E00007961","E00007961","Total",125,15,41,49,14,6,205
"2011","E00007940","E00007940","Total",121,25,60,29,7,0,139
"2011","E00007944","E00007944","Total",142,62,59,19,2,0,103
"2011","E00007947","E00007947","Total",132,10,78,38,4,2,174
"2011","E00007949","E00007949","Total",131,41,64,18,7,1,125
"2011","E00007950","E00007950","Total",137,55,53,23,5,1,118
"2011","E00007945","E00007945","Total",125,44,53,20,5,3,120
"2011","E00007951","E00007951","Total",121,25,59,31,4,2,141
"2011","E00007957","E00007957","Total",119,17,48,41,8,5,177
"2011","E00007959","E00007959","Total",124,10,61,44,7,2,178
"2011","E00007962","E00007962","Total",112,24,52,28,6,2,136
"2011","E00008319","E00008319","Total",123,26,64,22,10,1,142
"2011","E00008322","E00008322","Total",114,62,48,4,0,0,56
"2011","E00008356","E00008356","Total",177,67,74,27,3,6,178
"2011","E00008357","E00008357","Total",151,40,65,35,6,5,175
"2011","E00008358","E00008358","Total",124,63,46,10,4,1,82
"2011","E00008316","E00008316","Total",163,57,80,24,2,0,134
"2011","E00008320","E00008320","Total",106,47,47,9,3,0,74
"2011","E00008321","E00008321","Total",97,39,43,12,2,1,78
"2011","E00008324","E00008324","Total",96,52,32,11,1,0,57
"2011","E00008325","E00008325","Total",117,36,62,17,2,0,102
"2011","E00008359","E00008359","Total",96,41,41,14,0,0,69
"2011","E00008338","E00008338","Total",123,29,66,22,4,2,130
"2011","E00008348","E00008348","Total",178,98,58,20,2,0,104
"2011","E00008350","E00008350","Total",89,48,36,5,0,0,46
"2011","E00008353","E00008353","Total",129,62,51,13,3,0,86
"2011","E00008355","E00008355","Total",127,76,47,3,0,1,59
"2011","E00008323","E00008323","Total",128,54,58,13,3,0,93
"2011","E00008326","E00008326","Total",133,33,52,34,10,4,167
"2011","E00008327","E00008327","Total",111,13,58,36,3,1,143
"2011","E00008360","E00008360","Total",100,18,50,21,9,2,129
"2011","E00165792","E00165792","Total",117,23,53,29,9,3,151
"2011","E00008259","E00008259","Total",82,15,50,10,6,1,93
"2011","E00008260","E00008260","Total",132,44,72,9,6,1,114
"2011","E00008261","E00008261","Total",131,41,68,16,5,1,119
"2011","E00008263","E00008263","Total",134,80,50,4,0,0,58
"2011","E00008265","E00008265","Total",103,30,53,16,4,0,97
"2011","E00008262","E00008262","Total",108,34,50,15,6,3,111
"2011","E00008264","E00008264","Total",134,7,60,46,21,0,215
"2011","E00008267","E00008267","Total",168,39,88,31,6,4,184
"2011","E00008269","E00008269","Total",119,45,65,9,0,0,83
"2011","E00008270","E00008270","Total",157,104,46,6,1,0,61
"2011","E00008233","E00008233","Total",92,73,17,2,0,0,21
"2011","E00008266","E00008266","Total",136,35,74,21,4,2,138
"2011","E00008268","E00008268","Total",128,35,72,18,2,1,118
"2011","E00008271","E00008271","Total",102,39,48,12,3,0,81
"2011","E00008273","E00008273","Total",142,46,77,17,1,1,119
"2011","E00008277","E00008277","Total",123,36,49,34,3,1,130
"2011","E00008237","E00008237","Total",160,61,55,38,5,1,150
"2011","E00008272","E00008272","Total",113,13,47,32,16,5,185
"2011","E00008274","E00008274","Total",129,24,71,26,6,2,149
"2011","E00008275","E00008275","Total",127,12,61,40,12,2,186
"2011","E00008059","E00008059","Total",129,42,53,29,5,0,126
"2011","E00008063","E00008063","Total",47,23,18,6,0,0,30
"2011","E00008079","E00008079","Total",123,36,60,15,12,0,126
"2011","E00008080","E00008080","Total",115,29,64,16,1,5,119
"2011","E00008087","E00008087","Total",178,56,86,29,5,2,169
"2011","E00008092","E00008092","Total",97,32,42,18,4,1,94
"2011","E00176484","E00176484","Total",129,64,49,14,2,0,83
"2011","E00008154","E00008154","Total",189,122,60,7,0,0,74
"2011","E00008156","E00008156","Total",105,67,34,4,0,0,42
"2011","E00008188","E00008188","Total",125,72,47,5,1,0,60
"2011","E00176498","E00176498","Total",159,112,41,5,1,0,54
"2011","E00176535","E00176535","Total",85,46,35,1,3,0,46
"2011","E00176540","E00176540","Total",105,63,35,7,0,0,49
"2011","E00176551","E00176551","Total",113,75,36,2,0,0,40
"2011","E00008155","E00008155","Total",131,77,44,9,0,1,66
"2011","E00008158","E00008158","Total",133,83,42,6,2,0,60
"2011","E00008189","E00008189","Total",122,65,48,8,1,0,67
"2011","E00176488","E00176488","Total",94,48,44,2,0,0,48
"2011","E00176490","E00176490","Total",108,49,52,7,0,0,66
"2011","E00176491","E00176491","Total",103,55,42,6,0,0,54
"2011","E00176497","E00176497","Total",111,66,39,6,0,0,51
"2011","E00176489","E00176489","Total",129,75,46,7,1,0,63
"2011","E00176500","E00176500","Total",92,35,40,13,3,1,81
"2011","E00176547","E00176547","Total",92,45,40,7,0,0,54
"2011","E00176560","E00176560","Total",181,72,96,10,3,0,125
"2011","E00176579","E00176579","Total",85,40,35,8,1,1,58
"2011","E00176590","E00176590","Total",62,17,30,12,2,1,66
"2011","E00176493","E00176493","Total",137,110,24,3,0,0,30
"2011","E00176494","E00176494","Total",70,38,29,3,0,0,35
"2011","E00176495","E00176495","Total",125,86,39,0,0,0,39
"2011","E00176499","E00176499","Total",129,79,47,1,2,0,55
"2011","E00176515","E00176515","Total",81,53,24,3,0,1,34
"2011","E00176522","E00176522","Total",111,74,35,2,0,0,39
"2011","E00008285","E00008285","Total",113,52,45,15,1,0,78
"2011","E00008293","E00008293","Total",98,55,31,10,2,0,57
"2011","E00008307","E00008307","Total",108,52,43,9,4,0,73
"2011","E00008310","E00008310","Total",118,80,29,9,0,0,47
"2011","E00008313","E00008313","Total",120,47,58,14,1,0,89
"2011","E00008288","E00008288","Total",124,93,25,4,1,1,40
"2011","E00008291","E00008291","Total",132,79,48,4,0,1,60
"2011","E00008308","E00008308","Total",163,75,74,12,1,1,108
"2011","E00008311","E00008311","Total",143,82,54,6,1,0,69
"2011","E00008312","E00008312","Total",145,104,32,9,0,0,50
"2011","E00008282","E00008282","Total",114,54,47,12,1,0,74
"2011","E00008284","E00008284","Total",129,64,55,8,2,0,77
"2011","E00008287","E00008287","Total",118,45,64,7,2,0,84
"2011","E00008296","E00008296","Total",136,49,72,14,0,1,104
"2011","E00008302","E00008302","Total",126,76,41,6,3,0,62
"2011","E00176505","E00176505","Total",130,77,46,7,0,0,60
"2011","E00176506","E00176506","Total",159,78,77,4,0,0,85
"2011","E00176554","E00176554","Total",137,59,62,14,2,0,96
"2011","E00176503","E00176503","Total",120,65,48,5,0,2,85
"2011","E00176519","E00176519","Total",112,61,45,6,0,0,57
"2011","E00176553","E00176553","Total",124,62,61,1,0,0,63
"2011","E00176595","E00176595","Total",116,71,41,4,0,0,49
"2011","E00176504","E00176504","Total",115,73,39,3,0,0,45
"2011","E00176516","E00176516","Total",179,81,87,7,1,3,132
"2011","E00176518","E00176518","Total",127,75,49,2,1,0,56
"2011","E00176524","E00176524","Total",127,60,57,8,1,1,80
"2011","E00008280","E00008280","Total",142,61,70,10,1,0,93
"2011","E00008290","E00008290","Total",132,57,59,15,1,0,92
"2011","E00008295","E00008295","Total",120,45,64,11,0,0,86
"2011","E00008297","E00008297","Total",110,45,58,7,0,0,72
"2011","E00008303","E00008303","Total",91,21,49,18,3,0,94
"2011","E00008309","E00008309","Total",120,63,49,6,2,0,67
"2011","E00008279","E00008279","Total",172,78,70,23,1,0,119
"2011","E00008299","E00008299","Total",171,68,92,10,1,0,115
"2011","E00008300","E00008300","Total",129,74,50,4,1,0,61
"2011","E00008301","E00008301","Total",113,83,23,6,1,0,38
"2011","E00008304","E00008304","Total",126,44,62,17,2,1,106
"2011","E00008305","E00008305","Total",143,70,59,14,0,0,87
"2011","E00008283","E00008283","Total",135,63,58,13,1,0,87
"2011","E00008294","E00008294","Total",139,58,71,9,1,0,92
"2011","E00008298","E00008298","Total",123,36,77,10,0,0,97
"2011","E00176523","E00176523","Total",118,60,42,12,1,3,90
"2011","E00176566","E00176566","Total",134,50,68,15,1,0,101
"2011","E00176591","E00176591","Total",139,56,77,6,0,0,89
"2011","E00008278","E00008278","Total",131,51,69,11,0,0,91
"2011","E00008286","E00008286","Total",89,29,46,10,4,0,78
"2011","E00008306","E00008306","Total",90,45,39,6,0,0,51
"2011","E00008314","E00008314","Total",106,49,43,13,1,0,72
"2011","E00176517","E00176517","Total",103,55,36,9,1,2,65
"2011","E00008147","E00008147","Total",239,167,66,6,0,0,78
"2011","E00008148","E00008148","Total",154,90,57,6,0,1,77
"2011","E00008153","E00008153","Total",146,61,66,15,2,2,110
"2011","E00008186","E00008186","Total",107,76,26,5,0,0,36
"2011","E00008187","E00008187","Total",160,102,47,6,1,4,78
"2011","E00008149","E00008149","Total",134,69,51,10,3,1,84
"2011","E00008161","E00008161","Total",130,56,59,14,1,0,90
"2011","E00008164","E00008164","Total",152,96,46,10,0,0,66
"2011","E00008165","E00008165","Total",135,80,46,8,1,0,65
"2011","E00008166","E00008166","Total",107,55,38,11,1,2,72
"2011","E00008167","E00008167","Total",121,31,71,15,3,1,118
"2011","E00008159","E00008159","Total",109,37,59,11,1,1,91
"2011","E00008170","E00008170","Total",116,19,83,13,1,0,112
"2011","E00008173","E00008173","Total",109,27,57,22,3,0,110
"2011","E00008175","E00008175","Total",107,53,38,12,4,0,74
"2011","E00008176","E00008176","Total",134,39,68,23,3,1,127
"2011","E00008179","E00008179","Total",105,29,51,21,1,3,109
"2011","E00008181","E00008181","Total",111,45,51,11,4,0,85
"2011","E00008172","E00008172","Total",143,80,56,4,2,1,75
"2011","E00008177","E00008177","Total",132,52,59,14,4,3,111
"2011","E00008182","E00008182","Total",113,31,73,9,0,0,91
"2011","E00008183","E00008183","Total",115,85,26,3,1,0,35
"2011","E00008184","E00008184","Total",117,61,52,4,0,0,60
"2011","E00008185","E00008185","Total",137,82,48,6,1,0,63
"2011","E00176525","E00176525","Total",131,72,48,9,1,1,73
"2011","E00176556","E00176556","Total",134,71,54,8,1,0,73
"2011","E00008168","E00008168","Total",111,82,26,2,1,0,33
"2011","E00008169","E00008169","Total",128,56,65,6,1,0,80
"2011","E00008171","E00008171","Total",122,55,63,4,0,0,71
"2011","E00008174","E00008174","Total",126,36,75,13,1,1,114
"2011","E00008178","E00008178","Total",115,64,48,3,0,0,54
"2011","E00008180","E00008180","Total",113,52,50,8,3,0,75
"2011","E00010623","E00010623","Total",136,34,65,23,10,4,161
"2011","E00010624","E00010624","Total",110,27,54,23,4,2,121
"2011","E00010625","E00010625","Total",107,4,26,53,17,7,214
"2011","E00010629","E00010629","Total",127,26,48,39,10,4,174
"2011","E00171094","E00171094","Total",105,4,27,50,16,8,209
"2011","E00171096","E00171096","Total",112,3,37,46,17,9,218
"2011","E00010598","E00010598","Total",117,69,37,10,1,0,60
"2011","E00010600","E00010600","Total",134,36,63,24,11,0,144
"2011","E00010603","E00010603","Total",129,43,67,18,1,0,106
"2011","E00010611","E00010611","Total",140,52,69,17,2,0,109
"2011","E00010626","E00010626","Total",124,29,65,29,1,0,126
"2011","E00171093","E00171093","Total",121,11,31,57,14,8,221
"2011","E00171111","E00171111","Total",120,8,77,33,2,0,149
"2011","E00171116","E00171116","Total",101,71,26,4,0,0,34
"2011","E00011116","E00011116","Total",132,10,42,64,11,5,223
"2011","E00011126","E00011126","Total",105,5,31,36,18,15,226
"2011","E00011128","E00011128","Total",126,21,62,31,10,2,162
"2011","E00011129","E00011129","Total",139,12,52,57,11,7,230
"2011","E00011132","E00011132","Total",121,7,40,55,9,10,220
"2011","E00011127","E00011127","Total",134,34,70,24,4,2,138
"2011","E00011130","E00011130","Total",134,7,45,50,20,12,259
"2011","E00011131","E00011131","Total",149,43,57,35,12,2,171
"2011","E00011133","E00011133","Total",124,44,63,16,1,0,98
"2011","E00011136","E00011136","Total",127,41,70,14,2,0,104
"2011","E00171097","E00171097","Total",114,21,54,30,6,3,146
"2011","E00171099","E00171099","Total",112,33,51,21,6,1,115
"2011","E00171127","E00171127","Total",109,28,42,30,5,4,133
"2011","E00010601","E00010601","Total",123,3,36,63,18,3,228
"2011","E00010602","E00010602","Total",114,55,37,12,8,2,94
"2011","E00010609","E00010609","Total",129,21,45,44,11,8,198
"2011","E00010627","E00010627","Total",119,14,35,56,12,2,191
"2011","E00010628","E00010628","Total",114,58,34,13,4,5,92
"2011","E00010597","E00010597","Total",125,17,58,36,11,3,177
"2011","E00010599","E00010599","Total",126,29,54,31,12,0,152
"2011","E00010606","E00010606","Total",133,10,55,58,8,2,204
"2011","E00010607","E00010607","Total",125,15,56,44,9,1,175
"2011","E00010596","E00010596","Total",138,35,79,22,2,0,129
"2011","E00010604","E00010604","Total",178,73,83,21,1,0,128
"2011","E00010605","E00010605","Total",125,6,28,59,20,12,257
"2011","E00010608","E00010608","Total",114,3,38,49,16,8,216
"2011","E00010610","E00010610","Total",125,20,50,40,12,3,179
"2011","E00010612","E00010612","Total",123,9,49,52,11,2,206
"2011","E00010616","E00010616","Total",127,13,38,50,22,4,221
"2011","E00010617","E00010617","Total",150,20,50,64,12,4,230
"2011","E00171089","E00171089","Total",122,30,58,27,7,0,133
"2011","E00171110","E00171110","Total",153,29,105,17,1,1,148
"2011","E00010613","E00010613","Total",124,36,68,16,2,2,115
"2011","E00010614","E00010614","Total",163,78,64,18,2,1,110
"2011","E00010615","E00010615","Total",129,46,59,21,2,1,111
"2011","E00010618","E00010618","Total",133,49,66,13,5,0,107
"2011","E00010619","E00010619","Total",126,15,54,45,11,1,181
"2011","E00011113","E00011113","Total",129,57,32,33,6,1,122
"2011","E00011134","E00011134","Total",109,20,44,29,12,4,155
"2011","E00011135","E00011135","Total",124,34,55,27,6,2,136
"2011","E00011137","E00011137","Total",131,37,59,28,5,2,138
"2011","E00011142","E00011142","Total",118,51,37,24,4,2,105
"2011","E00011114","E00011114","Total",114,8,26,48,23,9,228
"2011","E00011117","E00011117","Total",126,12,31,51,24,8,242
"2011","E00011138","E00011138","Total",201,26,92,68,12,3,276
"2011","E00171114","E00171114","Total",134,14,81,36,2,1,166
"2011","E00171119","E00171119","Total",135,25,61,37,8,4,175
"2011","E00011118","E00011118","Total",130,53,56,18,3,0,101
"2011","E00011122","E00011122","Total",95,13,51,28,3,0,116
"2011","E00011124","E00011124","Total",118,3,44,52,15,4,210
"2011","E00011139","E00011139","Total",153,32,74,41,4,2,178
"2011","E00011140","E00011140","Total",129,37,60,28,3,1,130
"2011","E00011141","E00011141","Total",145,37,62,40,5,1,161
"2011","E00011115","E00011115","Total",132,7,46,58,15,6,232
"2011","E00011119","E00011119","Total",128,18,57,44,4,5,177
"2011","E00011121","E00011121","Total",130,19,58,40,11,2,180
"2011","E00011123","E00011123","Total",126,7,37,54,22,6,235
"2011","E00011125","E00011125","Total",121,6,45,48,18,4,211
"2011","E00010730","E00010730","Total",127,5,34,53,24,11,258
"2011","E00010743","E00010743","Total",50,1,15,25,5,4,97
"2011","E00010744","E00010744","Total",159,33,54,56,10,6,225
"2011","E00010748","E00010748","Total",125,18,59,36,9,3,170
